id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lon,chair
10,垂水店 | カフェメルカード,兵庫県,神戸市,垂水区神田町1-20モルティ垂水東館内,垂水駅徒歩3分以内,078-708-5539,"平日10:00～19:30
土日祝10:00～19:30",https://shop.ufs.co.jp/ufs/spot/detail?code=1420,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,13席
11,須磨大丸店 | カフェメルカード,兵庫県,神戸市,須磨区中落合2-2-4大丸須磨店1F,名谷駅徒歩2分,078-794-7255,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=1412,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,15席
12,新宿高島屋店（Ｂ１Ｆ） | カフェメルカード,東京都,渋谷区,千駄ヶ谷5-24-2新宿高島屋B1F,代々木駅徒歩3分,03-5361-1365,"平日日祝10:00～20:00
金土10:00～20:30",https://shop.ufs.co.jp/ufs/spot/detail?code=329,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,6席
13,新潟三越店 | カフェメルカード,新潟県,新潟市,中央区西堀通5-866三越新潟店B1F,白山駅徒歩21分,025-229-1577,"10:00～19:00
土10:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=609,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,売店のみ
14,松江一畑店 | カフェメルカード,島根県,松江市,朝日町661一畑百貨店松江店B1F,松江駅徒歩2分,0852-55-2563,"平日10:00～19:00
土日祝10:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=2204,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,12席
15,札幌大丸店 | カフェメルカード,北海道,札幌市,中央区北五条西4-7大丸札幌B1F,札幌駅徒歩3分以内,011-828-1225,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=115,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,７席
16,阪急西宮店 | カフェメルカード,兵庫県,西宮市,高松町14-１阪急西宮１Ｆ,西宮北口駅徒歩4分,0798-69-3850,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=1217,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,売店のみ
17,熊本鶴屋店 | カフェメルカード,熊本県,熊本市,中央区手取本町6-1鶴屋百貨店B2F,水道町駅徒歩2分,096-327-3732,"10:00～19:00
金土10:00～19:30",https://shop.ufs.co.jp/ufs/spot/detail?code=2805,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,7席
18,岡山天満屋てんちか店 | カフェメルカード,岡山県,岡山市,北区表町2-1-1岡山天満屋てんちか内,県庁通り駅徒歩2分,086-231-7604,"平日10:00～19:30
土日祝10:00～19:30",https://shop.ufs.co.jp/ufs/spot/detail?code=1610,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,6席
19,横浜そごう店 | カフェメルカード,神奈川県,横浜市,西区高島2-18-1横浜そごうB2F,横浜駅徒歩5分,045-465-2694,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=512,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,8席
20,横須賀モアーズシティ店 | カフェメルカード,神奈川県,横須賀市,若松町2-30モアーズシティB1F,横須賀中央駅徒歩3分以内,0468-20-4401,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=410,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,"28席
(10:00~12:00/17:00~21:00喫煙可)"
21,そごう徳島店 | カフェメルカード,徳島県,徳島市,寺島本町西1-5そごう徳島店B1F,徳島駅徒歩2分,088-655-0370,"平日10:00～19:30
土日祝10:00～19:30",https://shop.ufs.co.jp/ufs/spot/detail?code=3107,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,56席
22,そごう広島店 | カフェメルカード,広島県,広島市,中区基町6-27広島そごうB1F,紙屋町西駅徒歩3分以内,082-512-7821,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=1902,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,12席
23,サンピアザ店 | カフェメルカード,北海道,札幌市,厚別区厚別中央2条5-7-1サンピアザB1F,新札幌駅徒歩1分,011-890-2328,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=106,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,"43席
(禁煙:26/喫煙17)"
24,いよてつ高島屋店 | カフェメルカード,愛媛県,松山市,湊町5-1-1いよてつ高島屋B1F,松山市駅前駅徒歩3分以内,089-948-2450,"平日10:00～19:30
土日祝10:00～19:30",https://shop.ufs.co.jp/ufs/spot/detail?code=3003,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,売店のみ
25,アトレ吉祥寺店 | カフェメルカード,東京都,武蔵野市,吉祥寺南町1-1-24アトレ吉祥寺1F,吉祥寺駅徒歩1分,0422-23-7071,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=317,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,5席
26,JR京都伊勢丹店 | カフェメルカード,京都,府京都市,下京区烏丸通塩小路下ﾙ東塩小路町JR京都伊勢丹B1F,京都駅徒歩5分,075-352-6256,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=1018,TRUE,TRUE,FALSE,TRUE,43.067656,141.350857,伊勢丹内
