id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lon,lat,chair
10,Ｔｈｉｎｋ Ｐａｒｋ店 | エクセルシオール カフェ バリスタ,東京都,品川区,大崎２‐１‐１ＴｈｉｎｋＰａｒｋＴｏｗｅｒ２Ｆ,大崎駅徒歩2分以上,03-3779-1132,"平日:07:00 - 23:00
土曜日:08:00 - 23:00
日祝:08:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000207/,TRUE,TRUE,TRUE,FALSE,35.6183478,139.7277742,"92席
(禁煙:72/喫煙:20)"
11,イオンモール幕張新都心店 | エクセルシオール カフェ バリスタ,千葉県,千葉市,美浜区豊砂１-１グランドモール２Ｆ,海浜幕張駅徒歩15分以上,043-211-1511,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000258/,TRUE,TRUE,TRUE,FALSE,35.6533793,140.0320223,"75席
(禁煙:66/喫煙:9)"
12,コクーンシティさいたま新都心店 | エクセルシオール カフェ バリスタ,埼玉県,さいたま市,大宮区吉敷町４-２６７-２コクーン１２Ｆ,さいたま新都心駅徒歩4分以上,048-601-0488,"平日:09:30 - 23:00
土曜日:09:30 - 23:00
日祝:09:30 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000141/,TRUE,TRUE,TRUE,FALSE,35.8963918,139.6354473,"69席
(禁煙:69/喫煙:0)"
13,センター南サウスウッド店 | エクセルシオール カフェ バリスタ,神奈川県,横浜市,都筑区茅ケ崎中央６-１,センター南駅徒歩1分以上,045-945-7370,"平日:07:30 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000251/,TRUE,TRUE,TRUE,FALSE,35.5440508,139.5743244,"84席
(禁煙:72/喫煙:12)"
14,ホテルサンルート川崎店 | エクセルシオール カフェ バリスタ,神奈川県,川崎市,川崎区砂子２‐１１‐１７ホテルサンルート川崎１Ｆ,京急川崎駅徒歩5分以上,044-211-0620,"平日:06:45 - 22:00
土曜日:06:45 - 22:00
日祝:06:45 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000173/,TRUE,TRUE,TRUE,FALSE,35.5301364,139.7017706,"108席
(禁煙:82/喫煙:26)"
15,モリタウン昭島店 | エクセルシオール カフェ バリスタ,東京都,昭島市,田中町５６２‐１モリタウン東館１Ｆ,昭島駅徒歩2分以上,042-546-4885,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000158/,TRUE,TRUE,TRUE,FALSE,35.7138608,139.3636271,"82席
(禁煙:46/喫煙:36)"
16,吉祥寺南口駅前店 | エクセルシオール カフェ バリスタ,東京都,武蔵野市,吉祥寺南町１-４-１井の頭ビル１Ｆ,吉祥寺駅徒歩1分以上,0422-44-8390,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000249/,TRUE,TRUE,TRUE,FALSE,35.7024735,139.5792898,"67席
(禁煙:52/喫煙:15)"
17,京急ＥＸイン東銀座店 | エクセルシオール カフェ バリスタ,東京都,中央区,築地２-１５-１５,築地駅徒歩3分以内,03-3547-6055,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000253/,TRUE,TRUE,TRUE,FALSE,35.6672147,139.7703338,"35席
(禁煙:35/喫煙:0)"
18,京橋一丁目店 | エクセルシオール カフェ バリスタ,東京都,中央区,京橋１-３-５三井ガーデンホテル１Ｆ,京橋駅徒歩2分以上,03-3241-6913,"平日:06:45 - 22:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000254/,TRUE,TRUE,TRUE,FALSE,35.678433,139.770797,"59席
(禁煙:54/喫煙:5)"
19,銀座中央通り店 | エクセルシオール カフェ バリスタ,東京都,中央区,銀座７‐８‐７ＧＩＮＺＡＧＲＥＥＮ１Ｆ・２Ｆ,銀座駅徒歩3分以内,03-5537-0558,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000127/,TRUE,TRUE,TRUE,FALSE,35.6690862,139.7625178,"138席
(禁煙:90/喫煙:48)"
20,恵比寿ガーデンプレイス店 | エクセルシオール カフェ バリスタ,東京都,渋谷区,恵比寿４‐２０‐３恵比寿ガーデンプレイスオフィスタワー１Ｆ,恵比寿駅徒歩9分以上,03-5448-9446,"平日:07:00 - 22:30
土曜日:07:30 - 22:30
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000009/,TRUE,TRUE,TRUE,FALSE,35.6422197,139.7130253,"104席
(禁煙:82/喫煙:22)"
21,虎ノ門店 | エクセルシオール カフェ バリスタ,東京都,港区,虎ノ門１‐１‐２８ＴＯＴＯ虎ノ門ビル１Ｆ,虎ノ門駅徒歩3分以内,03-3519-5980,"平日:06:45 - 22:30
土曜日:08:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000105/,TRUE,TRUE,TRUE,FALSE,35.6704856,139.7496563,"113席
(禁煙:84/喫煙:29)"
22,五反田ＴＯＣ店 | エクセルシオール カフェ バリスタ,東京都,品川区,西五反田７‐２２‐１７ＴＯＣビル１Ｆ,大崎広小路駅徒歩4分以上,03-3490-6201,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000161/,TRUE,TRUE,TRUE,FALSE,35.6220841,139.7187434,"44席
(禁煙:38/喫煙:6)"
23,渋谷マークシティ店 | エクセルシオール カフェ バリスタ,東京都,渋谷区,道玄坂１‐１２‐５渋谷マークシティウエスト４Ｆ,神泉駅徒歩6分以上,03-5428-5460,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000021/,TRUE,TRUE,TRUE,FALSE,35.6581487,139.6979397,"118席
(禁煙:98/喫煙:20)"
24,渋谷公園通り店 | エクセルシオール カフェ バリスタ,東京都,渋谷区,神南１‐２０‐１２遠山ビル１Ｆ・２Ｆ,渋谷駅徒歩8分以上,03-5728-7667,"平日:08:00 - 22:30
土曜日:08:00 - 23:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000040/,TRUE,TRUE,TRUE,FALSE,35.6621781,139.6995121,"57席
(禁煙:51/喫煙:6)"
25,渋谷道玄坂店 | エクセルシオール カフェ バリスタ,東京都,渋谷区,道玄坂２‐６‐１岩崎ビル,渋谷駅徒歩5分以上,03-5428-3638,"平日:06:00 - 24:00
土曜日:06:00 - 24:00
日祝:06:00 - 24:00",http://sasp.mapion.co.jp/b/doutor/info/05000017/,TRUE,TRUE,TRUE,FALSE,35.6592276,139.6990948,"126席
(禁煙:106/喫煙:20)"
26,心斎橋店 | エクセルシオール カフェ バリスタ,大阪府,大阪市,中央区心斎橋筋２‐３‐２３,なんば駅徒歩5分以上,06-6214-5440,"平日:09:00 - 22:30
土曜日:09:00 - 23:00
日祝:09:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000097/,TRUE,TRUE,TRUE,FALSE,34.6699042,135.5015186,"125席
(禁煙:81/喫煙:44)"
27,新宿三丁目店 | エクセルシオール カフェ バリスタ,東京都,新宿区,新宿３-２８-１５,新宿三丁目駅徒歩2分以上,03-5269-2340,"平日:08:00 - 23:00
土曜日:08:00 - 23:00
日祝:08:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000011/,TRUE,TRUE,TRUE,FALSE,35.6909155,139.7032217,"85席
(禁煙:68/喫煙:17)"
28,新宿損保ジャパンビル店 | エクセルシオール カフェ バリスタ,東京都,新宿区,西新宿１‐２６新宿損保ジャパンビル１Ｆ,新宿西口駅徒歩3分以上,03-5909-0848,"平日:07:00 - 22:00
土曜日:07:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000135/,TRUE,TRUE,TRUE,FALSE,35.693115,139.6964308,"79席
(禁煙:61/喫煙:18)"
29,水戸エクセル店 | エクセルシオール カフェ バリスタ,茨城県,水戸市,宮町１‐１‐１水戸エクセルビル２Ｆ,水戸駅徒歩1分以上,029-233-7036,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000148/,TRUE,TRUE,TRUE,FALSE,36.3704983,140.4759694,"75席
(禁煙:45/喫煙:30)"
30,成田空港第２ターミナルビル店 | エクセルシオール カフェ バリスタ,千葉県,成田市,古込字古込１‐１成田空港第２旅客ターミナルビル本館３Ｆ,空港第２ビル駅徒歩3分以内,0476-34-6868,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000159/,FALSE,FALSE,FALSE,FALSE,35.773833,140.387326,
31,千駄ヶ谷駅前店 | エクセルシオール カフェ バリスタ,東京都,渋谷区,千駄ヶ谷１‐３５‐１４,千駄ヶ谷駅徒歩1分以上,03-5411-5477,"平日:07:00 - 22:30
土曜日:07:30 - 22:30
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000188/,TRUE,TRUE,TRUE,FALSE,35.6811446,139.7106492,"94席
(禁煙:76/喫煙:18)"
32,相模大野ステーションスクエア店 | エクセルシオール カフェ バリスタ,神奈川県,相模原市,南区相模大野３-８-１相模大野ステーションスクエア４Ｆ,相模大野駅徒歩3分以内,042-767-1251,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000250/,TRUE,TRUE,TRUE,FALSE,35.5319163,139.4376545,"90席
(禁煙:82/喫煙:8)"
33,中野サンモール店 | エクセルシオール カフェ バリスタ,東京都,中野区,中野５‐５６‐７,新井薬師前駅徒歩14分以上,03-5318-2476,"平日:06:30 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000034/,TRUE,TRUE,TRUE,FALSE,35.7082679,139.6658769,"88席
(禁煙:70/喫煙:18)"
34,東京汐留ビルディング店 | エクセルシオール カフェ バリスタ,東京都,港区,東新橋１‐９‐１東京汐留ビルディング２Ｆ２０２,汐留駅徒歩3分以内,03-5568-1865,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000147/,TRUE,TRUE,TRUE,FALSE,35.6629395,139.7612147,"78席
(禁煙:56/喫煙:22)"
35,八重洲一丁目店 | エクセルシオール カフェ バリスタ,東京都,中央区,八重洲１‐４‐２２モリタニビル１Ｆ,三越前駅徒歩7分以上,03-3548-0988,"平日:06:45 - 23:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000255/,TRUE,TRUE,TRUE,FALSE,35.6827257,139.7708928,"102席
(禁煙:61/喫煙:41)"
36,浜松町ハマサイト店 | エクセルシオール カフェ バリスタ,東京都,港区,海岸１‐２‐２０汐留ビルディングハマサイトグルメ２Ｆ,モノレール浜松町駅徒歩4分以上,03-3431-2311,"平日:07:30 - 22:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000212/,TRUE,TRUE,TRUE,FALSE,35.6568545,139.7594487,"79席
(禁煙:56/喫煙:23)"
37,府中ル・シーニュ店 | エクセルシオール カフェ バリスタ,東京都,府中市,宮町１-１００府中ル・シーニュ１Ｆ,府中競馬正門前駅徒歩8分以上,042-362-5002,"平日:07:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000261/,TRUE,TRUE,TRUE,FALSE,35.671979,139.479497,"90席
(禁煙:65/喫煙:25)"
38,本厚木駅店 | エクセルシオール カフェ バリスタ,神奈川県,厚木市,泉町１‐１小田急厚木ホテル１Ｆ,本厚木駅徒歩3分以内,046-220-0006,"平日:06:30 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000070/,TRUE,TRUE,TRUE,FALSE,35.439349,139.364807,"69席
(禁煙:56/喫煙:13)"
39,ホテルザ・ビー赤坂見附店 | エクセルシオール カフェ,東京都,港区,赤坂３‐２１ホテルザ・ビー赤坂見附１Ｆ,赤坂見附駅徒歩1分以上,03-3568-1668,"平日:06:45 - 23:00
土曜日:06:45 - 23:00
日祝:06:45 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000101/,TRUE,TRUE,TRUE,FALSE,35.6766117,139.7359638,"102席
(禁煙:78/喫煙:24)"
40,ホテルメッツ武蔵境店 | エクセルシオール カフェ,東京都,武蔵野市,境南町２‐１‐８ホテルメッツ武蔵境,武蔵境駅徒歩2分以上,0422-39-7430,"平日:06:30 - 22:30
土曜日:06:30 - 22:30
日祝:06:30 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000057/,TRUE,TRUE,TRUE,FALSE,35.701886,139.545227,"52席
(禁煙:43/喫煙:9)"
41,ミューザ川崎店 | エクセルシオール カフェ,神奈川県,川崎市,幸区大宮町１３１０ミューザ川崎１４３,川崎駅徒歩2分以上,044-555-8447,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000125/,TRUE,TRUE,TRUE,FALSE,35.5310848,139.6946237,"95席
(禁煙:62/喫煙:33)"
42,ららぽーと磐田店 | エクセルシオール カフェ,静岡県,磐田市,高見丘１２００ららぽーと磐田１Ｆ,磐田駅徒歩64分以上,0538-38-5192,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000235/,TRUE,FALSE,TRUE,FALSE,34.7504542,137.8429526,"61席
(禁煙:61/喫煙:0)"
43,永田町店 | エクセルシオール カフェ,東京都,千代田区,平河町２‐７‐１塩崎ビル１Ｆ,永田町駅徒歩3分以上,03-3265-5130,"平日:06:45 - 22:30
土曜日:08:00 - 20:30
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/05000164/,TRUE,TRUE,TRUE,FALSE,35.6792645,139.7406539,"114席
(禁煙:92/喫煙:22)"
44,横浜トーヨー街店 | エクセルシオール カフェ,神奈川県,横浜市,西区北幸１‐１‐８横浜東洋ビルＢ１Ｆ,横浜駅徒歩3分以内,045-323-6686,"平日:07:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000108/,TRUE,FALSE,TRUE,FALSE,35.4676549,139.6214288,"68席
(禁煙:35/喫煙:33)"
45,会津中央病院店 | エクセルシオール カフェ,福島県,会津若松市,鶴賀町１‐１会津中央病院Ｗ２棟Ｂ１Ｆ,会津若松駅徒歩28分以上,0242-24-0961,"平日:07:00 - 19:00
土曜日:08:00 - 18:00
日祝:08:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/05000233/,TRUE,FALSE,TRUE,FALSE,37.5220136,139.9447518,"38席
(禁煙:38/喫煙:0)"
46,鎌倉東口店 | エクセルシオール カフェ,神奈川県,鎌倉市,小町１‐４‐１２,鎌倉駅徒歩2分以上,0467-25-0377,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000240/,TRUE,FALSE,TRUE,FALSE,35.318345,139.551317,"107席
(禁煙:74/喫煙:33)"
47,関内マリナード店 | エクセルシオール カフェ,神奈川県,横浜市,中区港町５‐２４‐１関内マリナード地下街Ｂ１Ｆ,関内駅徒歩2分以上,045-227-8815,"平日:07:30 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000126/,TRUE,FALSE,TRUE,FALSE,35.4455502,139.6340401,"61席
(禁煙:26/喫煙:35)"
48,亀戸店 | エクセルシオール カフェ,東京都,江東区,亀戸５‐１‐２ＦＲＥＮＴＥ１Ｆ,亀戸駅徒歩3分以内,03-5836-3800,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000109/,TRUE,FALSE,TRUE,FALSE,35.6981036,139.8261336,"83席
(禁煙:44/喫煙:39)"
49,吉祥寺サンロード店 | エクセルシオール カフェ,東京都,武蔵野市,吉祥寺本町１‐１５‐４ムサシノビル,吉祥寺駅徒歩3分以上,0422-28-6680,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000066/,TRUE,TRUE,TRUE,FALSE,35.7038688,139.5826139,"149席
(禁煙:97/喫煙:52)"
50,九段下店 | エクセルシオール カフェ,東京都,千代田区,九段北１‐１１‐４新光ビル１Ｆ,九段下駅徒歩3分以内,03-5275-6185,"平日:06:45 - 22:30
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000056/,TRUE,TRUE,TRUE,FALSE,35.6968068,139.751173,"72席
(禁煙:55/喫煙:17)"
51,郡山桑野店 | エクセルシオール カフェ,福島県,郡山市,山市下亀田１６‐１６,郡山駅徒歩53分以上,024-939-1133,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000179/,TRUE,FALSE,TRUE,FALSE,#N/A,#N/A,"63席
(禁煙:63/喫煙:0)"
52,経堂店 | エクセルシオール カフェ,東京都,世田谷区,経堂２‐１,経堂駅徒歩1分以上,03-5451-7930,"平日:06:30 - 21:30
土曜日:07:00 - 21:30
日祝:07:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/05000132/,FALSE,FALSE,TRUE,FALSE,35.6517657,139.635804,"76席
(禁煙:73/喫煙:3)"
53,五反田東口店 | エクセルシオール カフェ,東京都,品川区,東五反田１-１３-１０さくらビル１Ｆ・２Ｆ,五反田駅徒歩4分以上,03-5793-3810,"平日:06:30 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000015/,TRUE,TRUE,TRUE,FALSE,35.6258546,139.7270237,"84席
(禁煙:59/喫煙:25)"
54,御成門駅前店 | エクセルシオール カフェ,東京都,港区,西新橋３‐２４‐８山内ビル１Ｆ,御成門駅徒歩3分以内,03-5777-5449,"平日:06:45 - 22:30
土曜日:07:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000077/,TRUE,TRUE,TRUE,FALSE,35.6613711,139.751173,"76席
(禁煙:57/喫煙:19)"
55,江坂広芝店 | エクセルシオール カフェ,大阪府,吹田市,広芝町１０‐３５江坂南口第２ビル１Ｆ,江坂駅徒歩1分以上,06-6385-0171,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000220/,TRUE,TRUE,TRUE,FALSE,34.7572995,135.4973172,"68席
(禁煙:42/喫煙:26)"
56,麹町３丁目店 | エクセルシオール カフェ,東京都,千代田区,麹町３‐２麹町共同ビル１Ｆ,麹町駅徒歩1分以上,03-5226-2362,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000211/,TRUE,FALSE,TRUE,FALSE,35.6843129,139.7385782,"81席
(禁煙:60/喫煙:21)"
57,麹町店 | エクセルシオール カフェ,東京都,千代田区,麹町４‐１西脇ビル１Ｆ,麹町駅徒歩1分以上,03-3263-2025,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000102/,TRUE,TRUE,TRUE,FALSE,35.6836493,139.7374606,"97席
(禁煙:69/喫煙:28)"
58,国立駅前店 | エクセルシオール カフェ,東京都,国立市,中１‐８‐４５三井住友銀行国立支店,国立駅徒歩3分以内,042-580-4172,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000111/,TRUE,TRUE,TRUE,FALSE,35.6986474,139.4460896,"104席
(禁煙:73/喫煙:31)"
59,堺筋本町店 | エクセルシオール カフェ,大阪府,大阪市,中央区久太郎町２‐１‐２５ＪＴＢビル,堺筋本町駅徒歩3分以内,06-6263-5236,"平日:07:30 - 21:30
土曜日:08:00 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/05000170/,TRUE,TRUE,TRUE,FALSE,34.6813149,135.5057866,"72席
(禁煙:49/喫煙:23)"
60,笹塚店 | エクセルシオール カフェ,東京都,渋谷区,笹塚１‐５６‐１８京王クラウン街笹塚,笹塚駅徒歩3分以内,03-5333-7385,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000082/,TRUE,FALSE,TRUE,FALSE,35.6737767,139.6675375,"86席
(禁煙:50/喫煙:36)"
61,三宮センター街店 | エクセルシオール カフェ,兵庫県,神戸市,中央区三宮町１-５-２０,三宮・花時計前駅徒歩2分以上,078-391-8270,"平日:07:30 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000265/,FALSE,TRUE,TRUE,FALSE,34.6915717,135.1931781,"98席
(禁煙:90/喫煙:8)"
62,三田店 | エクセルシオール カフェ,東京都,港区,芝５‐３１‐５ＧＡＴＯ三田ビル１Ｆ,三田駅徒歩1分以上,03-5730-2810,"平日:06:45 - 23:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000044/,TRUE,TRUE,TRUE,FALSE,35.6467742,139.7462004,"110席
(禁煙:86/喫煙:24)"
63,山王パークタワー店 | エクセルシオール カフェ,東京都,千代田区,永田町２‐１１‐１山王パークタワー１Ｆ,溜池山王駅徒歩2分以上,03-3503-5550,"平日:07:00 - 22:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/05000169/,TRUE,TRUE,TRUE,FALSE,35.6730726,139.7405186,"84席
(禁煙:52/喫煙:32)"
64,四条烏丸店 | エクセルシオール カフェ,京都,府京都市,下京区四条通東洞院西入長刀鉾町３１ビヨンドビル１Ｆ,烏丸駅徒歩2分以上,075-212-1785,"平日:07:30 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000215/,TRUE,FALSE,TRUE,FALSE,35.0035232,135.7609163,"93席
(禁煙:50/喫煙:43)"
65,四条河原町店 | エクセルシオール カフェ,京都,府京都市,中京区河原町通四条上ル米屋町３９１河原町ニュートーキョービル１Ｆ,河原町駅徒歩3分以内,075-254-6235,"平日:07:30 - 22:30
土曜日:07:30 - 23:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000051/,TRUE,FALSE,TRUE,FALSE,35.004068,135.769095,"62席
(禁煙:42/喫煙:20)"
