id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng,chair
21,ＪＲ鶴舞駅店 | ドトールコーヒー,愛知県,名古屋市,中区千代田５‐２３‐２４アスティ鶴舞内,鶴舞駅徒歩2分以上,052-249-4710,"平日:07:00 - 20:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011422/,TRUE,FALSE,TRUE,FALSE,35.1560753,136.9171587,"43席
(禁煙:32/喫煙:11)"
22,ＪＲ藤枝駅店 | ドトールコーヒー,静岡県,藤枝市,駅前１‐１‐１,藤枝駅徒歩3分以内,054-644-8122,"平日:07:30 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011593/,TRUE,FALSE,TRUE,FALSE,34.8494189,138.252376,"68席
(禁煙:54/喫煙:14)"
23,ＪＲ難波駅前店 | ドトールコーヒー,大阪府,大阪市,浪速区湊町１‐２‐３マルイト難波ビルＢ１Ｆ,JR難波駅徒歩1分以上,06-6632-0017,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/02011721/,TRUE,FALSE,TRUE,FALSE,34.667024,135.496446,"77席
(禁煙:41/喫煙:36)"
24,ＪＲ尼崎駅前店 | ドトールコーヒー,兵庫県,尼崎市,潮江１-２-１,尼崎駅徒歩1分以上,06-6499-2755,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02012054/,TRUE,TRUE,TRUE,FALSE,34.7324956,135.4314177,"55席
(禁煙:45/喫煙:10)"
25,ＪＲ福山駅店 | ドトールコーヒー,広島県,福山市,三之丸町３０‐１さんすて福山２番街,福山駅徒歩3分以内,084-929-1005,"平日:06:45 - 21:00
土曜日:06:45 - 21:00
日祝:06:45 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011752/,TRUE,TRUE,TRUE,FALSE,34.4890073,133.3612107,"79席
(禁煙:48/喫煙:31)"
26,ＪＲ六甲道店 | ドトールコーヒー,兵庫県,神戸市,灘区永手町４‐１‐１プリコ六甲道内,六甲道駅徒歩3分以内,078-845-9311,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011211/,TRUE,FALSE,TRUE,FALSE,34.715006,135.238635,"75席
(禁煙:49/喫煙:26)"
27,ＪＲ和歌山駅店 | ドトールコーヒー,和歌山県,和歌山市,美園町５‐６１,和歌山駅徒歩1分以上,073-421-8838,"平日:07:30 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011768/,FALSE,FALSE,TRUE,FALSE,34.2321061,135.1911398,"38席
(禁煙:33/喫煙:5)"
28,ＯＳＣ湘南シティ店 | ドトールコーヒー,神奈川県,平塚市,代官町３３-１,平塚駅徒歩11分以上,0463-51-6574,"平日:09:30 - 21:00
土曜日:09:30 - 21:00
日祝:09:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01012043/,TRUE,TRUE,TRUE,FALSE,35.3285223,139.3584953,"66席
(禁煙:17/喫煙:49)"
29,ＰＬＡＮＴ岐阜瑞穂店 | ドトールコーヒー,岐阜県,瑞穂市,牛牧２８３６‐１,横屋駅徒歩19分以上,058-327-1561,"平日:08:30 - 20:00
土曜日:08:30 - 20:00
日祝:08:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011670/,TRUE,FALSE,FALSE,FALSE,35.3833186,136.6741442,"25席
(禁煙:25/喫煙:0)"
30,ＰＬＡＮＴ境港店 | ドトールコーヒー,鳥取県,境港市,竹内団地２７６,高松町駅徒歩18分以上,0859-47-5510,"平日:09:00 - 19:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/02011351/,TRUE,FALSE,FALSE,FALSE,35.5206854,133.2528018,"23席
(禁煙:23/喫煙:0)"
31,ＴＯＣ有明店 | ドトールコーヒー,東京都,江東区,有明３‐５‐７ＴＯＣ有明ビル２Ｆ,国際展示場正門駅徒歩5分以上,03-5564-8921,"平日:07:30 - 20:00
土曜日:09:00 - 17:00
日祝:09:00 - 17:00",http://sasp.mapion.co.jp/b/doutor/info/01011570/,TRUE,FALSE,TRUE,FALSE,35.6319583,139.7878955,"74席
(禁煙:49/喫煙:25)"
32,ＴＳＵＴＡＹＡ ＷＡＹオークワ本社店 | ドトールコーヒー,和歌山県,和歌山市,北中島１-１５６-３,宮前駅徒歩6分以上,073-427-4228,"平日:08:30 - 22:00
土曜日:08:30 - 22:00
日祝:08:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/02012110/,TRUE,FALSE,TRUE,FALSE,34.2096587,135.1858548,"50席
(禁煙:40/喫煙:10)"
33,ＶＩＡ ＭＡＬＬ江南店 | ドトールコーヒー,愛知県,江南市,松竹町上野２０５,江南駅徒歩25分以上,0587-54-6582,"平日:09:30 - 21:30
土曜日:09:30 - 21:30
日祝:09:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/02011646/,TRUE,FALSE,TRUE,FALSE,35.34316,136.8552041,"44席
(禁煙:22/喫煙:22)"
34,アートヴィレッジ大崎セントラルタワー店 | ドトールコーヒー,東京都,品川区,大崎１-２-２,大崎駅徒歩3分以上,03-3491-2850,"平日:07:00 - 20:00
土曜日:09:00 - 17:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01011948/,TRUE,TRUE,TRUE,FALSE,35.6223078,139.7273303,"39席
(禁煙:25/喫煙:14)"
35,アーバンネット名古屋ビル店 | ドトールコーヒー,愛知県,名古屋市,東区東桜１‐１アーバンネット名古屋ビル１Ｆ,久屋大通駅徒歩2分以上,052-951-4820,"平日:07:30 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011475/,TRUE,TRUE,TRUE,FALSE,35.173256,136.9097839,"46席
(禁煙:31/喫煙:15)"
36,アイテラス落合南長崎店 | ドトールコーヒー,東京都,豊島区,南長崎４-５-２０アイテラス落合南長崎１Ｆ,落合南長崎駅徒歩1分以上,03-3953-0881,"平日:08:00 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01012077/,FALSE,TRUE,TRUE,FALSE,35.7242729,139.6825177,"65席
(禁煙:55/喫煙:10)"
37,アイモール三好店 | ドトールコーヒー,愛知県,みよし市,三好町青木８８,米野木駅徒歩51分以上,0561-33-3101,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/02010924/,TRUE,FALSE,FALSE,FALSE,35.0929738,137.0785312,"55席
(禁煙:55/喫煙:0)"
38,あきる野とうきゅう店 | ドトールコーヒー,東京都,あきる野市,秋川１‐１７‐１,秋川駅徒歩4分以上,042-550-4444,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010473/,FALSE,FALSE,TRUE,FALSE,35.7307363,139.2873257,"79席
(禁煙:53/喫煙:26)"
39,あざみ野西口店 | ドトールコーヒー,神奈川県,横浜市,青葉区あざみ野１‐１１‐１,あざみ野駅徒歩2分以上,045-901-1922,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011540/,TRUE,TRUE,TRUE,FALSE,35.5684029,139.5525533,"33席
(禁煙:22/喫煙:11)"
40,アスティ岐阜店 | ドトールコーヒー,岐阜県,岐阜市,橋本町１丁目アスティ岐阜内,岐阜駅徒歩1分以上,058-262-6038,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02010574/,TRUE,TRUE,TRUE,FALSE,35.409372,136.757902,"76席
(禁煙:47/喫煙:29)"
41,アトレ上野店 | ドトールコーヒー,東京都,台東区,上野７‐１‐１アトレ上野,上野駅徒歩2分以上,03-5826-5880,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/01011047/,FALSE,TRUE,TRUE,FALSE,35.7122684,139.7758273,"66席
(禁煙:41/喫煙:25)"
42,アトレ新浦安店 | ドトールコーヒー,千葉県,浦安市,入船１‐１‐１,新浦安駅徒歩3分以内,047-390-6841,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011361/,FALSE,FALSE,TRUE,FALSE,35.6493731,139.9124915,"60席
(禁煙:33/喫煙:27)"
43,アピタタウンけいはんな店 | ドトールコーヒー,京都,府相楽郡,精華町精華台９‐２‐４,山田川駅徒歩32分以上,0774-95-3724,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011495/,FALSE,FALSE,TRUE,FALSE,34.7454547,135.7704654,"86席
(禁煙:50/喫煙:36)"
44,アピタ御嵩店 | ドトールコーヒー,岐阜県,可児郡,御嵩町上恵土字西畑１０５２‐１アピタ御嵩店１Ｆ,学校前駅徒歩12分以上,0574-67-8234,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011691/,TRUE,FALSE,TRUE,FALSE,35.4338249,137.0710142,"66席
(禁煙:42/喫煙:24)"
45,アピタ松任店 | ドトールコーヒー,石川県,白山市,幸明町２８０,松任駅徒歩22分以上,076-277-4508,"平日:09:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011031/,TRUE,FALSE,TRUE,FALSE,36.5158325,136.5769295,"82席
(禁煙:60/喫煙:22)"
46,アピタ飛騨高山店 | ドトールコーヒー,岐阜県,高山市,国府町金桶４１アピタ飛騨高山１Ｆ,飛騨国府駅徒歩13分以上,0577-72-5665,"平日:10:00 - 20:00
土曜日:10:00 - 20:00
日祝:10:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/02011390/,TRUE,FALSE,TRUE,FALSE,36.204198,137.222304,"70席
(禁煙:32/喫煙:38)"
47,アピタ福井大和田店 | ドトールコーヒー,福井県,福井市,大和田２-１２３０コロナ棟１Ｆ,越前新保駅徒歩23分以上,0776-57-2346,"平日:08:30 - 21:30
土曜日:08:30 - 21:30
日祝:08:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/02011032/,TRUE,FALSE,TRUE,FALSE,36.0951025,136.2501644,"111席
(禁煙:87/喫煙:24)"
48,アミュプラザ鹿児島店 | ドトールコーヒー,鹿児島県,鹿児島市,中央町１‐１アミュプラザＢ１Ｆ,鹿児島中央駅徒歩1分以上,099-206-8771,"平日:10:00 - 20:30
土曜日:10:00 - 20:30
日祝:10:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/02011371/,TRUE,FALSE,TRUE,FALSE,31.5844498,130.5424593,"33席
(禁煙:19/喫煙:14)"
49,アミュプラザ小倉店 | ドトールコーヒー,福岡県,北九州市,小倉北区浅野１-１-１アミュプラザ小倉西館１Ｆ,小倉駅徒歩3分以内,093-512-1778,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/02012101/,TRUE,TRUE,TRUE,FALSE,33.8865122,130.8823211,"80席
(禁煙:59/喫煙:21)"
50,アリオ亀有店 | ドトールコーヒー,東京都,葛飾区,亀有３‐４９‐３,亀有駅徒歩6分以上,03-5680-3911,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011528/,FALSE,FALSE,FALSE,FALSE,35.7646972,139.8519306,
51,アリオ深谷店 | ドトールコーヒー,埼玉県,深谷市,上柴町西４‐２‐１４,深谷駅徒歩26分以上,048-572-0800,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011970/,TRUE,FALSE,TRUE,FALSE,36.1815372,139.298624,"51席
(禁煙:14/喫煙:37)"
52,アリオ蘇我店 | ドトールコーヒー,千葉県,千葉市,中央区川崎町５２‐７,蘇我駅徒歩12分以上,043-268-3588,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011516/,TRUE,FALSE,TRUE,FALSE,35.5874948,140.1227288,"93席
(禁煙:64/喫煙:29)"
53,アリオ八尾店 | ドトールコーヒー,大阪府,八尾市,光町２‐３,近鉄八尾駅徒歩9分以上,072-924-5130,"平日:09:30 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/02011576/,TRUE,FALSE,TRUE,FALSE,34.6328435,135.6058242,"55席
(禁煙:33/喫煙:22)"
54,アル・プラザ鶴見店 | ドトールコーヒー,岐阜県,大垣市,鶴見町字上渡瀬６４１‐２,東大垣駅徒歩26分以上,0584-81-8608,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011873/,TRUE,FALSE,TRUE,FALSE,35.3589293,136.6423236,"54席
(禁煙:40/喫煙:14)"
55,アルプラザ鯖江店 | ドトールコーヒー,福井県,鯖江市,下河端町１６‐１６‐１,本町通り駅徒歩7分以上,0778-52-9211,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011107/,TRUE,TRUE,TRUE,FALSE,35.9680766,136.1896872,"35席
(禁煙:8/喫煙:27)"
56,アレア品川店 | ドトールコーヒー,東京都,港区,港南１-９-３６アレア品川２Ｆ,品川駅徒歩6分以上,03-5460-6133,"平日:06:45 - 21:00
土曜日:07:30 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011882/,FALSE,TRUE,FALSE,FALSE,35.6300043,139.7411728,"107席
(禁煙:107/喫煙:0)"
57,イーサイト上尾店 | ドトールコーヒー,埼玉県,上尾市,柏座１‐１‐１８,上尾駅徒歩3分以内,048-775-8888,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011742/,TRUE,FALSE,TRUE,FALSE,35.9733308,139.5886005,"85席
(禁煙:56/喫煙:29)"
58,イオンタウン郡山店 | ドトールコーヒー,福島県,郡山市,松木町２‐８８,郡山駅徒歩11分以上,024-941-2237,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011402/,TRUE,FALSE,FALSE,FALSE,37.3909751,140.3893342,"72席
(禁煙:72/喫煙:0)"
59,イオンタウン水戸南店 | ドトールコーヒー,茨城県,東茨城郡,茨城町長岡３４８０‐１０１,水戸駅から9.5km,029-291-1488,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011619/,TRUE,FALSE,TRUE,FALSE,36.3107789,140.4412148,"50席
(禁煙:34/喫煙:16)"
60,イオンモールつくば店 | ドトールコーヒー,茨城県,つくば市,稲岡６６-１,荒川沖駅徒歩43分以上,029-836-7702,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01012130/,FALSE,TRUE,FALSE,FALSE,36.0349817,140.1329673,"52席
(禁煙:52/喫煙:0)"
61,イオンモール沖縄ライカム店 | ドトールコーヒー,沖縄県,中頭郡,北中城村アワセ土地区画整理事業区域内４街区２階２００２区画,沖縄市役所から2.8km,098-933-9391,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01012074/,FALSE,FALSE,FALSE,FALSE,26.315122,127.7948929,"44席
(禁煙:44/喫煙:0)"
62,イオンモール各務原店 | ドトールコーヒー,岐阜県,各務原市,那加萱場町３-８,新加納駅徒歩11分以上,058-383-7399,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/02011911/,FALSE,FALSE,FALSE,FALSE,35.3917813,136.8244201,
63,イオンモール熊本店 | ドトールコーヒー,熊本県,上益城郡,嘉島町上島字長池２２３２イオンモール熊本２Ｆ,健軍町駅徒歩67分以上,096-237-3151,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011522/,TRUE,FALSE,FALSE,FALSE,32.738022,130.743676,
64,イオンモール広島府中店 | ドトールコーヒー,広島県,安芸郡,府中町大須２-１-１３Ｆフードパーク,天神川駅徒歩7分以上,082-284-5722,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/02012032/,TRUE,FALSE,FALSE,FALSE,34.3949859,132.4991412,
65,イオンモール佐賀大和店 | ドトールコーヒー,佐賀県,佐賀市,大和町尼寺３５３５,佐賀駅徒歩66分以上,0952-62-8762,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/02011582/,TRUE,FALSE,TRUE,FALSE,33.3039308,130.280844,"35席
(禁煙:21/喫煙:14)"
66,イオンモール三川店 | ドトールコーヒー,山形県,東田川郡,三川町大字猪子字和田庫１２８-１,酒田駅から14.1km,0235-66-5530,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01012152/,TRUE,TRUE,TRUE,FALSE,38.815459,139.8371653,"49席
(禁煙:10/喫煙:39)"
67,イオンモール松本店 | ドトールコーヒー,長野県,松本市,中央４-９-５１イオンモール松本晴庭３Ｆ,松本駅徒歩19分以上,0263-31-3112,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01012127/,FALSE,FALSE,FALSE,FALSE,36.2342814,137.9780345,
68,イオンモール盛岡店 | ドトールコーヒー,岩手県,盛岡市,前潟４‐７‐１イオンモール盛岡２Ｆ,大釜駅徒歩33分以上,019-605-3859,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011240/,TRUE,FALSE,FALSE,FALSE,39.711878,141.0988942,
69,イオンモール石巻店 | ドトールコーヒー,宮城県,石巻市,茜平４-１０４２Ｆフードコート内,蛇田駅徒歩21分以上,0225-24-6788,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01012096/,TRUE,TRUE,FALSE,FALSE,38.4474748,141.2650246,
