id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lon,lat,chair
11,戸越銀座通り店 | カフェ コロラド,東京都,品川区,平塚２‐１５‐１４モリビル,戸越銀座駅徒歩1分以上,03-3788-8705,"平日:07:30 - 21:30
土曜日:07:30 - 21:30
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000351/,TRUE,FALSE,TRUE,FALSE,35.6159544,139.7136162,"36席
(禁煙:0/喫煙:36)"
12,行田市店 | カフェ コロラド,埼玉県,行田市,忍１‐２１‐３,行田市駅徒歩4分以上,048-553-3721,"平日:09:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000272/,TRUE,FALSE,TRUE,FALSE,36.1436676,139.4551621,"50席
(禁煙:0/喫煙:50)"
13,高崎大沢町店 | カフェ コロラド,群馬県,高崎市,大沢町上萩原１９６‐１,新前橋駅徒歩42分以上,027-353-1026,"平日:09:00 - 19:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000244/,TRUE,FALSE,TRUE,FALSE,36.3555719,139.0625209,"66席
(禁煙:0/喫煙:66)"
14,国分寺店 | カフェ コロラド,東京都,国分寺市,南町３‐１５‐９,国分寺駅徒歩4分以上,042-325-3871,"平日:09:30 - 19:30
土曜日:10:00 - 20:00
日祝:10:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07010021/,TRUE,FALSE,TRUE,FALSE,35.6988505,139.4802573,"38席
(禁煙:12/喫煙:26)"
15,三ノ輪店 | カフェ コロラド,東京都,荒川区,南千住１‐１３‐２１,三ノ輪橋駅徒歩3分以内,03-3805-0197,"平日:07:30 - 19:00
土曜日:07:30 - 19:00
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000337/,TRUE,FALSE,TRUE,FALSE,35.7321585,139.7907992,"55席
(禁煙:24/喫煙:31)"
16,三軒茶屋店 | カフェ コロラド,東京都,世田谷区,太子堂４‐２２‐７森住ビル１Ｆ,三軒茶屋駅徒歩3分以内,03-3414-3540,"平日:07:30 - 22:30
土曜日:07:30 - 22:30
日祝:07:30 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/07000324/,TRUE,FALSE,TRUE,FALSE,35.6442494,139.669943,"55席
(禁煙:16/喫煙:39)"
17,四日市店 | カフェ コロラド,三重県,四日市,市鵜の森１‐４‐１６,近鉄四日市駅徒歩5分以上,0593-52-7940,"平日:08:00 - 21:30
土曜日:08:00 - 21:30
日祝:08:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/07000277/,TRUE,FALSE,TRUE,FALSE,34.9665146,136.6145523,"32席
(禁煙:0/喫煙:32)"
18,市川宮久保店 | カフェ コロラド,千葉県,市川市,宮久保１‐１３‐３,本八幡駅徒歩20分以上,047-372-9897,"平日:09:00 - 22:00
土曜日:-日祝:09
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000052/,TRUE,FALSE,TRUE,FALSE,35.7365062,139.9319511,"25席
(禁煙:0/喫煙:25)"
19,小岩南口店 | カフェ コロラド,東京都,江戸川区,南小岩６‐２７‐１２,小岩駅徒歩5分以上,03-3672-7265,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000092/,TRUE,FALSE,TRUE,FALSE,35.7298044,139.8813354,"36席
(禁煙:0/喫煙:36)"
20,小山駅前店 | カフェ コロラド,栃木県,小山市,中央町３‐６‐１７,小山駅徒歩4分以上,0285-23-2287,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000068/,TRUE,FALSE,TRUE,FALSE,36.3131525,139.8051055,"43席
(禁煙:16/喫煙:27)"
21,松陰神社店 | カフェ コロラド,東京都,世田谷区,若林３‐１７‐１,松陰神社前駅徒歩2分以上,03-3410-8923,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000353/,TRUE,FALSE,TRUE,FALSE,35.6424115,139.6550778,"32席
(禁煙:0/喫煙:32)"
22,松原団地駅前店 | カフェ コロラド,埼玉県,草加市,松原１‐１‐９ハーモネスプラザ,松原団地駅徒歩2分以上,048-943-1696,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000367/,TRUE,FALSE,TRUE,FALSE,35.842194,139.799662,"43席
(禁煙:0/喫煙:43)"
23,松戸五香店 | カフェ コロラド,千葉県,松戸市,常盤平５‐２０‐１１和幸ビル,五香駅徒歩2分以上,047-387-5310,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000009/,TRUE,FALSE,TRUE,FALSE,35.7963421,139.9643899,"23席
(禁煙:0/喫煙:23)"
24,鐘ヶ淵店 | カフェ コロラド,東京都,墨田区,墨田５‐４３‐９,鐘ヶ淵駅徒歩1分以上,03-3610-3643,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000226/,TRUE,FALSE,TRUE,FALSE,35.7338063,139.8194362,"26席
(禁煙:0/喫煙:26)"
25,西大島店 | カフェ コロラド,東京都,江東区,大島１‐３０‐９,西大島駅徒歩3分以内,03-3637-4264,"平日:08:30 - 19:00
土曜日:08:30 - 19:00
日祝:08:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000205/,TRUE,FALSE,TRUE,FALSE,35.6891656,139.826131,"35席
(禁煙:0/喫煙:35)"
26,雪ヶ谷大塚店 | カフェ コロラド,東京都,大田区,南雪谷２‐３‐７,雪が谷大塚駅徒歩3分以内,03-3729-5150,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000097/,TRUE,FALSE,TRUE,FALSE,35.5917799,139.6820387,"38席
(禁煙:26/喫煙:12)"
27,千歳船橋店 | カフェ コロラド,東京都,世田谷区,船橋１‐１１‐１２産興ビル,千歳船橋駅徒歩2分以上,03-3427-4340,"平日:09:30 - 20:30
土曜日:10:00 - 20:30
日祝:12:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000056/,TRUE,FALSE,TRUE,FALSE,35.6472689,139.6225075,"20席
(禁煙:0/喫煙:20)"
28,川越店 | カフェ コロラド,埼玉県,川越市,新富町１‐９‐１２ＮＳプラザ川越３,本川越駅徒歩4分以上,049-226-6705,"平日:07:30 - 19:00
土曜日:07:30 - 19:00
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000307/,TRUE,FALSE,TRUE,FALSE,35.916735,139.483396,"37席
(禁煙:0/喫煙:37)"
29,川崎大師店 | カフェ コロラド,神奈川県,川崎市,川崎区東門前３‐２‐１１,東門前駅徒歩4分以上,044-299-4982,"平日:09:00 - 18:30
土曜日:09:00 - 18:30
日祝:09:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/07000094/,TRUE,FALSE,TRUE,FALSE,35.5342446,139.7361262,"31席
(禁煙:0/喫煙:31)"
30,浅草２丁目店 | カフェ コロラド,東京都,台東区,浅草２‐３２‐１０山崎ビル,浅草駅徒歩5分以上,03-3841-5136,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000191/,TRUE,FALSE,TRUE,FALSE,35.7156997,139.7983721,"34席
(禁煙:0/喫煙:34)"
31,大山店 | カフェ コロラド,東京都,板橋区,大山町４７‐５きくやビル２Ｆ,大山駅徒歩6分以上,03-3957-5701,"平日:08:30 - 17:00
土曜日:08:30 - 17:00
日祝:08:30 - 17:00",http://sasp.mapion.co.jp/b/doutor/info/07000334/,TRUE,FALSE,TRUE,FALSE,35.7489598,139.6980976,"36席
(禁煙:0/喫煙:36)"
32,池上店 | カフェ コロラド,東京都,大田区,池上６-２-２２,池上駅徒歩3分以内,03-3755-9202,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000368/,TRUE,FALSE,TRUE,FALSE,35.572483,139.7023354,"45席
(禁煙:0/喫煙:45)"
33,中井駅前店 | カフェ コロラド,東京都,新宿区,中落合１‐２０‐１５,中井駅徒歩3分以内,03-3371-8607,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000250/,TRUE,FALSE,TRUE,FALSE,35.7148788,139.687639,"34席
(禁煙:0/喫煙:34)"
34,中目黒店 | カフェ コロラド,東京都,目黒区,上目黒２‐１‐３中目黒ＧＴプラザ,中目黒駅徒歩3分以内,03-3715-2821,"平日:09:00 - 20:30
土曜日:10:00 - 19:30
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000349/,TRUE,FALSE,TRUE,FALSE,35.6432868,139.6986056,"58席
(禁煙:58/喫煙:0)"
35,調布店 | カフェ コロラド,東京都,調布市,布田１‐１‐２上條ビル,調布駅徒歩4分以上,042-482-9455,"平日:10:00 - 18:00
土曜日:10:00 - 18:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000236/,TRUE,FALSE,TRUE,FALSE,35.6548746,139.5448858,"30席
(禁煙:7/喫煙:23)"
36,鶴巻温泉店 | カフェ コロラド,神奈川県,秦野市,鶴巻北２‐５‐１０,鶴巻温泉駅徒歩2分以上,0463-77-3834,"平日:10:00 - 19:00
土曜日:10:00 - 19:00
日祝:10:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000116/,TRUE,FALSE,TRUE,FALSE,35.3823255,139.278127,"35席
(禁煙:35/喫煙:0)"
37,鶴見西口店 | カフェ コロラド,神奈川県,横浜市,鶴見区豊岡町２１‐１５,鶴見駅徒歩4分以上,045-582-4121,"平日:08:30 - 21:00
土曜日:08:30 - 21:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000063/,TRUE,FALSE,TRUE,FALSE,35.5107923,139.6749292,"33席
(禁煙:0/喫煙:33)"
38,東松山店 | カフェ コロラド,埼玉県,東松山市,箭弓町１‐１２‐１６,東松山駅徒歩2分以上,0493-25-0035,"平日:07:30 - 20:30
土曜日:07:30 - 20:30
日祝:07:30 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/07000363/,TRUE,FALSE,TRUE,FALSE,36.0365824,139.4009284,"42席
(禁煙:32/喫煙:10)"
39,藤ヶ丘店 | カフェ コロラド,神奈川県,横浜市,青葉区藤が丘２‐５‐２８,藤が丘駅徒歩3分以内,045-973-4447,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000204/,TRUE,FALSE,TRUE,FALSE,35.5439224,139.5272423,"28席
(禁煙:0/喫煙:28)"
40,藤棚店 | カフェ コロラド,神奈川県,横浜市,西区藤棚町１‐５３,西横浜駅徒歩8分以上,045-231-9860,"平日:09:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000356/,TRUE,FALSE,TRUE,FALSE,35.450657,139.6125803,"38席
(禁煙:0/喫煙:38)"
41,南浦和店 | カフェ コロラド,埼玉県,さいたま市,南区南浦和２‐３６‐９白井ビル２Ｆ,南浦和駅徒歩2分以上,048-885-5087,"平日:08:00 - 22:30
土曜日:08:00 - 22:30
日祝:08:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/07000145/,TRUE,FALSE,TRUE,FALSE,35.8482883,139.6706208,"78席
(禁煙:20/喫煙:58)"
42,南大塚店 | カフェ コロラド,東京都,豊島区,南大塚１‐４９‐２,大塚駅前駅徒歩4分以上,03-5395-6443,"平日:07:30 - 19:00
土曜日:-日祝:07
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000142/,TRUE,FALSE,TRUE,FALSE,35.7295733,139.7313371,"33席
(禁煙:0/喫煙:33)"
43,日野店 | カフェ コロラド,東京都,日野市,日野本町３‐１１‐１０２Ｆ,日野駅徒歩1分以上,042-584-1958,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000282/,TRUE,FALSE,TRUE,FALSE,35.679295,139.3944176,"36席
(禁煙:0/喫煙:36)"
44,入谷店 | カフェ コロラド,東京都,台東区,入谷１‐４‐３ライオンズマンション鴬谷,入谷駅徒歩2分以上,03-3872-0713,"平日:09:00 - 18:00
土曜日:09:00 - 18:00
日祝:09:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/07000279/,TRUE,FALSE,TRUE,FALSE,35.7194949,139.7857574,"33席
(禁煙:0/喫煙:33)"
45,八丁堀店 | カフェ コロラド,東京都,中央区,八丁堀３‐２１‐３,八丁堀駅徒歩1分以上,03-3551-7519,"平日:08:00 - 21:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000264/,TRUE,FALSE,TRUE,FALSE,35.6749585,139.776661,"47席
(禁煙:8/喫煙:39)"
46,府中欅通り店 | カフェ コロラド,東京都,府中市,寿町１‐６‐２,府中競馬正門前駅徒歩11分以上,042-368-4770,"平日:09:00 - 19:30
土曜日:09:00 - 19:30
日祝:09:00 - 19:30",http://sasp.mapion.co.jp/b/doutor/info/07000087/,TRUE,FALSE,FALSE,FALSE,35.6738423,139.4788084,
47,福井駅店 | カフェ コロラド,福井県,福井市,中央１‐１‐２５プリズム福井１Ｆ,福井駅前駅徒歩2分以上,0776-22-6061,"平日:07:00 - 20:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07040001/,TRUE,FALSE,TRUE,FALSE,36.0616216,136.2230312,"54席
(禁煙:23/喫煙:31)"
48,北小金店 | カフェ コロラド,千葉県,松戸市,小金４４２‐１４秋山ビル３Ｆ,北小金駅徒歩3分以内,047-343-5294,"平日:09:00 - 19:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000299/,TRUE,FALSE,TRUE,FALSE,35.8330661,139.9309032,"49席
(禁煙:0/喫煙:49)"
49,北千住西口店 | カフェ コロラド,東京都,足立区,千住中居町１８‐１１,北千住駅徒歩5分以上,03-3881-6331,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000080/,TRUE,FALSE,TRUE,FALSE,35.7508065,139.7995058,"21席
(禁煙:0/喫煙:21)"
50,堀切菖蒲園店 | カフェ コロラド,東京都,葛飾区,堀切３‐３‐３,堀切菖蒲園駅徒歩1分以上,03-3695-1961,"平日:07:30 - 19:30
土曜日:07:30 - 19:30
日祝:09:00 - 19:30",http://sasp.mapion.co.jp/b/doutor/info/07000058/,TRUE,FALSE,TRUE,FALSE,35.7467103,139.8268289,"52席
(禁煙:0/喫煙:52)"
51,幕張ベイタウン店 | カフェ コロラド,千葉県,千葉市,美浜区打瀬２‐４パティオス１番街,海浜幕張駅徒歩10分以上,043-211-0379,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000360/,TRUE,FALSE,TRUE,FALSE,35.6422837,140.0459213,"39席
(禁煙:8/喫煙:31)"
