id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng,chair
10,会津若松店 | PRONTO,福島県,会津若松市,中町４−３１井関ビル１階,七日町駅徒歩13分以上,0242-28-8355,"平日：カフェ 10:00～19:00
土曜：カフェ 10:00～19:00
日曜：カフェ 10:00～18:00
祝日：カフェ 10:00～18:00",https://www.pronto.co.jp/shop/detail?shopid=0242288355,FALSE,FALSE,TRUE,FALSE,37.497536,139.928154,70席
11,宇都宮パセオ店 | PRONTO,栃木県,宇都宮市,川向町1-23宇都宮パセオ1F,宇都宮駅徒歩3分以内,028-627-8586,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00219951,TRUE,TRUE,TRUE,FALSE,36.5595785,139.898254,65席
12,小山駅店 | PRONTO,栃木県,小山市,城山町3-3-22小山駅ビルＶＡＬ3Ｆ,小山駅徒歩3分以上,0285-20-5655,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00273203,TRUE,TRUE,TRUE,FALSE,36.3127207,139.8064716,62席
13,高崎モントレー店 | PRONTO,群馬県,高崎市,八島町222番地高崎モントレーコンコース階,高崎駅徒歩2分以上,027-386-9505,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000271,TRUE,FALSE,FALSE,FALSE,36.3222018,139.0121009,75席
14,かわぐちキャスティ店 | PRONTO,埼玉県,川口市,栄町3-7-1川口キャスティ1F,川口駅徒歩2分以上,048-254-8822,"月～日ランチ・カフェ 7:00～17:30
土曜：カフェ 7:00～17:30
日曜：カフェ 7:00～17:30
祝日：カフェ 7:00～17:30",https://www.pronto.co.jp/shop/detail?shopid=0482548822Z,FALSE,FALSE,TRUE,FALSE,35.8023842,139.7191424,100席
15,アトレ浦和店 | PRONTO,埼玉県,さいたま市,浦和区高砂1-16-12アトレ浦和,浦和駅徒歩3分以内,048-811-2223,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜18:00
祝日：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000063,FALSE,TRUE,TRUE,FALSE,35.8582554,139.657684,82席
16,大宮ラクーン店 | PRONTO,埼玉県,さいたま市,大宮区宮町1-60大宮ラクーン1F,大宮駅徒歩4分以上,048-729-5980,"平日：カフェ7:00〜18:00
土曜：カフェ7:00〜18:00
日曜：カフェ7:00〜18:00
祝日：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000255,FALSE,TRUE,TRUE,FALSE,35.9077882,139.6256846,70席
17,グランエミオ所沢店 | PRONTO,埼玉県,所沢市,くすのき台一丁目14番地5,所沢駅徒歩3分以内,042-968-3162,"平日：カフェ7:00〜18:00
土曜：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000273,TRUE,FALSE,TRUE,FALSE,35.786307,139.4738795,76席
18,さいたま新都心ビル店 | PRONTO,埼玉県,さいたま市,中央区新都心11-1,さいたま新都心駅徒歩2分以上,048-855-8555,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000269,TRUE,FALSE,TRUE,FALSE,35.8937527,139.6318125,73席
19,シーノ大宮店 | PRONTO,埼玉県,さいたま市,大宮区桜木町１−１０−１７シーノ大宮サウスウィング２階,大宮駅徒歩5分以上,048-657-6477,"平日：カフェ 7:00～17:30
土曜：カフェ 9:00～17:30
日曜：カフェ 9:00～18:00
祝日：カフェ 9:00～18:00",https://www.pronto.co.jp/shop/detail?shopid=0486576477,FALSE,FALSE,TRUE,FALSE,35.9047989,139.6189919,56席
20,新越谷ヴァリエ店 | PRONTO,埼玉県,越谷市,南越谷1-11-4,新越谷駅徒歩3分以内,048-961-1008,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000262,TRUE,TRUE,TRUE,FALSE,35.8754808,139.790241,91席
21,武蔵浦和マーレ店 | PRONTO,埼玉県,さいたま市,南区白幡5-19-19,武蔵浦和駅徒歩2分以上,048-711-6246,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000266,FALSE,TRUE,TRUE,FALSE,35.8445198,139.6477658,49席
22,印西牧の原駅前店 | PRONTO,千葉県,印西市,原1-1-3,印西牧の原駅徒歩2分以上,047-648-4800,"平日：カフェ6:30〜17:30
土曜：カフェ6:30〜17:30
日曜：カフェ6:30〜17:30
祝日：カフェ6:30〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000268,FALSE,FALSE,FALSE,FALSE,35.8017389,140.1674475,67席
23,京成幕張本郷駅店 | PRONTO,千葉県,千葉市,花見川区幕張本郷１−１−３幕張本郷駅構内,幕張本郷駅徒歩3分以内,043-350-3453,"平日：カフェ 7:00～17:30
土曜：カフェ 7:30～17:30
日曜：カフェ 7:30～17:30
祝日：カフェ 7:30～17:30",https://www.pronto.co.jp/shop/detail?shopid=0433503453,FALSE,TRUE,TRUE,FALSE,35.6727454,140.042304,70席
24,千葉そごう前店 | PRONTO,千葉県,千葉市,中央区新町１０００番千葉そごう京成千葉駅構内,京成千葉駅徒歩3分以内,043-245-7713,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0432457714Z,FALSE,FALSE,TRUE,FALSE,35.6116595,140.1137243,98席
25,幕張店 | PRONTO,千葉県,千葉市,美浜区中瀬２−６幕張ＷＢＧマリブイ−スト２Ｆ,海浜幕張駅徒歩3分以上,043-297-8000,"平日：カフェ7:00〜17:30
土曜：カフェ11:00〜18:00
日曜：カフェ11:00〜18:00
祝日：カフェ11:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0432978000,FALSE,TRUE,TRUE,FALSE,35.649092,140.03972,46席
26,八柱駅店 | PRONTO,千葉県,松戸市,日暮1-1-1八柱駅第2ビル3Ｆ,八柱駅徒歩3分以内,047-312-8880,"平日：カフェ6:30〜18:00
土曜：カフェ7:00〜18:00
日曜：カフェ7:00〜18:00
祝日：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000251,FALSE,FALSE,TRUE,FALSE,35.7914866,139.9377274,54席
27,9‐CAFEbyPRONTO | PRONTO,東京都,千代田区,紀尾井町上智大学9号館B1F,四ツ谷駅徒歩2分以上,03-3288-1877,"平日：カフェ8:00〜20:00
土曜：カフェ10:00〜17:00
日曜：カフェ10:00〜17:00
祝日：カフェ10:00〜17:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000069,FALSE,FALSE,FALSE,FALSE,35.6831761,139.7320976,
28,HASSOCAFFEwithPRONTO | PRONTO,東京都,千代田区,神田錦町3-22テラススクエア1Ｆ,神保町駅徒歩5分以上,03-6273-7775,"平日：カフェ7:00〜17:30
土曜：カフェ11:00〜17:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000263,FALSE,FALSE,TRUE,FALSE,35.6933788,139.7600168,81席
29,BEERTERIA東京駅店 | PRONTO,東京都,千代田区,丸の内1丁目9-1東京駅八重洲北口1階キッチンストリート,東京駅徒歩5分以上,03-5224-8685,"平日：カフェ 7:00～17:00
土曜：カフェ 7:00～17:00
日曜：カフェ 7:00～17:00
祝日：カフェ 7:00～17:00",https://www.pronto.co.jp/shop/detail?shopid=0X00302098,TRUE,FALSE,TRUE,FALSE,35.6834804,139.7683109,65席
30,エキア北千住駅店 | PRONTO,東京都,足立区,千住旭町42-1北千住駅構内2F,北千住駅徒歩2分以上,03-3882-1788,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000254,TRUE,TRUE,TRUE,FALSE,35.7496651,139.8054721,71席
31,虎ノ門1丁目店 | PRONTO,東京都,港区,虎ノ門1-15-12ガス協会ビル1F,虎ノ門駅徒歩2分以上,03-5510-7355,平日：カフェ7:00〜17:30,https://www.pronto.co.jp/shop/detail?shopid=PR00000064,TRUE,FALSE,FALSE,FALSE,35.6691096,139.7489572,48席
32,ビーンズ赤羽店 | PRONTO,東京都,北区,赤羽1-1-1,赤羽駅徒歩1分以上,03-5249-3088,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000267,TRUE,FALSE,TRUE,FALSE,35.7785979,139.7206779,45席
33,PRONTOアトレヴィ三鷹店 | PRONTO,東京都,三鷹市,下連雀3-46-1アトレヴィ三鷹4F,三鷹駅徒歩3分以内,042-255-1522,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000260,FALSE,TRUE,TRUE,FALSE,35.702617,139.5611936,49席
34,ビーンズ阿佐ヶ谷店 | PRONTO,東京都,杉並区,阿佐谷南3-36-1Dila阿佐ヶ谷2F,阿佐ヶ谷駅徒歩3分以上,03-5327-3277,"平日：カフェ7:30〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000070,FALSE,FALSE,TRUE,FALSE,35.703949,139.633077,70席
35,青山店 | PRONTO,東京都,港区,北青山３−１２−７秋月ビル,表参道駅徒歩3分以上,03-5485-5968,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0354855968,TRUE,FALSE,TRUE,FALSE,35.6634391,139.7103845,108席
36,秋葉原駅北口店 | PRONTO,東京都,千代田区,神田練塀町３−３大東ビル１Ｆ,秋葉原駅徒歩2分以上,03-5297-3640,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30
日曜：カフェ9:00〜17:30
祝日：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0352973640,TRUE,FALSE,TRUE,FALSE,35.6997837,139.7741138,58席
37,秋葉原店 | PRONTO,東京都,千代田区,神田和泉町１−１−１２,秋葉原駅徒歩3分以内,03-3861-9240,"平日：カフェ7:00〜17:30
土曜：カフェ10:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0338619240,TRUE,FALSE,TRUE,FALSE,35.6989473,139.7764992,62席
38,浅草店 | PRONTO,東京都,台東区,浅草１−２３−６浅草関根ビル１Ｆ,田原町駅徒歩5分以上,03-5827-1581,"平日：カフェ7:30〜17:30
土曜：カフェ9:00〜17:30
日曜：カフェ8:30〜17:30
祝日：カフェ8:30〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0358271581,TRUE,FALSE,TRUE,FALSE,35.7122831,139.793268,70席
39,飯田橋店 | PRONTO,東京都,新宿区,揚場町１−１１飯田橋中央ビルＢ１Ｆ,飯田橋駅徒歩3分以内,03-5261-1456,"平日：カフェ6:45〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ9:00〜19:00
祝日：カフェ9:00〜19:00",https://www.pronto.co.jp/shop/detail?shopid=0352611456,TRUE,FALSE,TRUE,FALSE,35.702435,139.743795,89席
40,池尻大橋店 | PRONTO,東京都,世田谷区,池尻３−１−３武藤工業本社ビルＢ１,池尻大橋駅徒歩3分以内,03-5486-1158,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜20:00
日曜：カフェ10:00〜20:00
祝日：カフェ10:00〜20:00",https://www.pronto.co.jp/shop/detail?shopid=0354861155,TRUE,FALSE,TRUE,FALSE,35.6507831,139.6839773,55席
41,池袋サンシャイン通り店 | PRONTO,東京都,豊島区,東池袋1-21-13aune池袋1F,東池袋駅徒歩5分以上,03-5957-1688,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ9:00〜17:30
祝日：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00183386,TRUE,FALSE,TRUE,FALSE,35.7304483,139.7159903,122席
42,池袋西口公園店 | PRONTO,東京都,豊島区,西池袋１−１５−７吉大ビル,池袋駅徒歩1分以上,03-5992-2372,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:00
日曜：カフェ7:00〜17:00
祝日：カフェ7:00〜17:00",https://www.pronto.co.jp/shop/detail?shopid=0359922372,TRUE,TRUE,TRUE,FALSE,35.7303675,139.7095067,94席
43,池袋東口店 | PRONTO,東京都,豊島区,南池袋１−２２−８,池袋駅徒歩4分以上,03-5957-5840,"平日：カフェ7:00〜18:00
土曜：カフェ8:00〜18:00
日曜：カフェ8:00〜18:00
祝日：カフェ8:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=PR00000257,FALSE,TRUE,TRUE,FALSE,35.7293256,139.7126496,58席
44,市ヶ谷店 | PRONTO,東京都,千代田区,九段北４−２−１３,市ヶ谷駅徒歩1分以上,03-3288-6571,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0332886571,TRUE,FALSE,TRUE,FALSE,35.691597,139.7370353,107席
45,ウインズ汐留店 | PRONTO,東京都,港区,東新橋２−１８−１２Ｆ,汐留駅徒歩4分以上,03-5776-2147,"平日：カフェ7:30〜17:30
土曜：カフェ8:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0357762147,FALSE,FALSE,TRUE,FALSE,35.6614206,139.7581319,80席
46,上野しのばず口店 | PRONTO,東京都,台東区,上野６−１１−１１Ｂ１Ｆ−２Ｆ,京成上野駅徒歩2分以上,03-3837-5330,"平日：カフェ7:00〜18:00
土曜：カフェ7:00〜18:00
日曜：カフェ7:00〜18:00
祝日：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0338375330,TRUE,FALSE,TRUE,FALSE,35.7104043,139.775446,64席
47,エキア池袋店 | PRONTO,東京都,豊島区,西池袋１−1−２１東武池袋駅構内,池袋駅徒歩2分以上,03-5957-5778,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00164093,TRUE,FALSE,TRUE,FALSE,35.7295028,139.7109001,107席
48,恵比寿東口店 | PRONTO,東京都,渋谷区,恵比寿１−１１−１３,恵比寿駅徒歩3分以上,03-3445-5450,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30
日曜：カフェ9:00〜17:30
祝日：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0334455450,TRUE,TRUE,TRUE,FALSE,35.6465238,139.7111976,66席
49,王子店 | PRONTO,東京都,北区,王子１−１０−１３,王子駅徒歩3分以内,03-5390-5570,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0353905551,FALSE,FALSE,TRUE,FALSE,35.7545596,139.7369163,78席
50,大塚店 | PRONTO,東京都,豊島区,北大塚２−１４−５ＫＹビル１階,大塚駅前駅徒歩3分以内,03-3910-6015,"平日：カフェ7:00〜18:00
土曜：カフェ7:30〜18:00
日曜：カフェ7:30〜18:00
祝日：カフェ7:30〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0339106015,TRUE,TRUE,TRUE,FALSE,35.7322173,139.7293185,71席
51,大手町カンファレンスセンター店 | PRONTO,東京都,千代田区,大手町一丁目３番２号大手町カンファレンスセンターＢ１Ｆ,竹橋駅徒歩4分以上,03-6212-0036,平日：カフェ7:00〜17:30,https://www.pronto.co.jp/shop/detail?shopid=0X00123979,FALSE,FALSE,TRUE,FALSE,35.6884698,139.7634932,63席
52,大手町店 | PRONTO,東京都,千代田区,大手町２−１−１大手町野村ビルＢ１Ｆ,大手町駅徒歩4分以上,03-5200-1471,平日：カフェ7:00〜17:30,https://www.pronto.co.jp/shop/detail?shopid=0352001471,TRUE,FALSE,TRUE,FALSE,35.6852714,139.7662418,90席
53,大森店 | PRONTO,東京都,品川区,南大井６−２６−２大森ベルポ−トＣ館,大森駅徒歩4分以上,03-5764-2120,"平日：カフェ 7:30～17:30
土曜：カフェ 9:30～17:30
日曜：カフェ 9:30～17:30
祝日：カフェ 9:30～17:30",https://www.pronto.co.jp/shop/detail?shopid=0357642120,TRUE,FALSE,TRUE,FALSE,35.5882795,139.7312741,46席
54,小田急第一生命ビル店 | PRONTO,東京都,新宿区,西新宿２−７−１小田急第一生命ビルディング１Ｆ,都庁前駅徒歩2分以上,03-5325-5621,平日：カフェ 7:30～17:30,https://www.pronto.co.jp/shop/detail?shopid=0353255621,TRUE,FALSE,TRUE,FALSE,35.6916496,139.6910577,101席
55,御茶ノ水店 | PRONTO,東京都,千代田区,神田駿河台２−４−４サンロイヤルビル,御茶ノ水駅徒歩4分以上,03-3295-2725,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0332952725,TRUE,FALSE,TRUE,FALSE,35.6994843,139.7637504,89席
56,勝どき店 | PRONTO,東京都,中央区,勝どき1-8-1B1F,勝どき駅徒歩3分以内,03-3533-0750,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ9:00〜17:30
祝日：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00181463,TRUE,FALSE,TRUE,FALSE,35.6594914,139.7770207,86席
57,亀有店 | PRONTO,東京都,葛飾区,亀有３−２５−１ビーンズ亀有内,亀有駅徒歩3分以内,03-3601-6116,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:00〜17:30
祝日：カフェ7:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0336016116,FALSE,FALSE,TRUE,FALSE,35.7663663,139.847117,61席
58,亀戸駅店 | PRONTO,東京都,江東区,亀戸５−１−１,亀戸駅徒歩1分以上,03-3684-2949,"平日：カフェ7:00〜17:30
土曜：カフェ7:00〜17:30
日曜：カフェ7:30〜17:30
祝日：カフェ7:30〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0336842949,FALSE,FALSE,TRUE,FALSE,35.6978312,139.8262755,93席
59,茅場町店 | PRONTO,東京都,中央区,日本橋茅場町１−１１−２フジビル１６１Ｆ−２Ｆ,茅場町駅徒歩3分以内,03-5614-2566,"平日：カフェ 6:30～17:30
土曜：カフェ 8:00～17:30
日曜：カフェ 11:00～17:00
祝日：カフェ 11:00～17:00",https://www.pronto.co.jp/shop/detail?shopid=0356142566,FALSE,TRUE,TRUE,FALSE,35.6796744,139.7802547,110席
60,カレッタ汐留店 | PRONTO,東京都,港区,東新橋１−８−２カレッタ汐留Ｂ２Ｆ,汐留駅徒歩3分以上,03-5537-2344,"平日：カフェ7:00〜17:30
土曜：カフェ11:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0355372344Z,TRUE,FALSE,TRUE,FALSE,35.66488,139.762487,71席
61,神田店 | PRONTO,東京都,千代田区,鍛冶町２−１−６第２櫻井ビル１Ｆ−２Ｆ,神田駅徒歩3分以内,03-3254-8202,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0332548201,TRUE,FALSE,TRUE,FALSE,35.6913515,139.7712336,217席
62,外苑前店 | PRONTO,東京都,港区,北青山２丁目５番８号青山ＯＭ−ＳＱＵＡＲＥＢ１Ｆ,外苑前駅徒歩1分以上,03-5771-6509,平日：カフェ7:00〜17:30,https://www.pronto.co.jp/shop/detail?shopid=0357716509,TRUE,FALSE,TRUE,FALSE,35.670988,139.718509,64席
63,北参道店 | PRONTO,東京都,渋谷区,千駄ヶ谷４−２７−１３,代々木駅徒歩5分以上,03-3401-8014,"平日：カフェ7:30〜17:30
土曜：カフェ7:30〜18:30

祝日：カフェ7:30〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0334018014,TRUE,TRUE,TRUE,FALSE,35.6808084,139.704136,49席
64,銀座コリドー店 | PRONTO,東京都,中央区,銀座６−２コリド−街,日比谷駅徒歩5分以上,03-3571-7715,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000009,TRUE,FALSE,TRUE,FALSE,35.6717622,139.7603635,91席
65,銀座ナイン店 | PRONTO,東京都,中央区,銀座8-5先銀座ナイン1号館,新橋駅徒歩2分以上,03-5537-5757,"平日：カフェ7:00〜17:30
土曜：カフェ8:00〜17:30
日曜：カフェ8:00〜17:30
祝日：カフェ8:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00219950,FALSE,FALSE,TRUE,FALSE,35.669067,139.7604732,51席
66,銀座並木通り店 | PRONTO,東京都,中央区,銀座8-6-25河北新報ビル,新橋駅徒歩3分以上,03-5537-7771,"平日：カフェ8:00〜17:00
土曜：カフェ9:00〜17:30
日曜：カフェ9:00〜17:30
祝日：カフェ9:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=PR00000066,TRUE,FALSE,TRUE,FALSE,35.6691868,139.7610372,71席
67,九段下店 | PRONTO,東京都,千代田区,神田神保町３−７ニュ−九段ビル,九段下駅徒歩2分以上,03-3288-2666,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30
日曜：カフェ11:00〜17:30
祝日：カフェ11:00〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0332882666,TRUE,FALSE,TRUE,FALSE,35.6954438,139.7531834,66席
68,京成金町駅店 | PRONTO,東京都,葛飾区,金町５−３７−９,京成金町駅徒歩3分以内,03-5648-5823,"平日：カフェ7:00〜18:00
土曜：カフェ7:00〜18:00
日曜：カフェ7:00〜18:00
祝日：カフェ7:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0356485823,FALSE,FALSE,TRUE,FALSE,35.768588,139.8704291,85席
69,高円寺南口店 | PRONTO,東京都,杉並区,高円寺南3-58-22FUJIYAビル,高円寺駅徒歩3分以内,03-5305-3203,"平日：カフェ7:30〜17:30
土曜：カフェ7:30〜17:30
日曜：カフェ7:30〜17:30
祝日：カフェ7:30〜17:30",https://www.pronto.co.jp/shop/detail?shopid=0X00205055,FALSE,FALSE,TRUE,FALSE,35.7049596,139.6490671,59席
70,麹町店 | PRONTO,東京都,千代田区,麹町４−１セリエビル１Ｆ,麹町駅徒歩1分以上,03-3265-2581,"平日：カフェ　7:00～17:30
土曜：カフェ　11:00～18:00",https://www.pronto.co.jp/shop/detail?shopid=0332652581,FALSE,FALSE,TRUE,FALSE,35.6836714,139.7375604,50席
71,五反田西口店 | PRONTO,東京都,品川区,西五反田１−７−１,五反田駅徒歩3分以内,03-5436-1164,"平日：カフェ7:00〜17:30
土曜：カフェ9:00〜17:30
日曜：カフェ9:00〜18:00
祝日：カフェ9:00〜18:00",https://www.pronto.co.jp/shop/detail?shopid=0354361164,TRUE,FALSE,TRUE,FALSE,35.6251184,139.7238249,75席
