id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lon
18,札幌西町店 | スターバックス,北海道,札幌市,西区西町南4-1-20,発寒南駅／２出口 徒歩9分発寒南駅／１出口 徒歩10分発寒南駅／１出口 徒歩10分,011-669-1175,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1314,TRUE,TRUE,FALSE,FALSE,43.0779022,141.2904311
19,TSUTAYA 札幌琴似店 | スターバックス,北海道,札幌市,西区琴似4条1丁目1番1号コルテナ㈵,琴似駅西口 徒歩9分琴似駅／３出口 徒歩14分琴似駅／２出口 徒歩14分メモ：桑園発寒通り沿い、スガイコトニビル西隣の商業施設「コルテナ㈵」1F,011-633-2000,08:00〜25:00,http://www.starbucks.co.jp/store/search/detail.php?id=2007,TRUE,TRUE,FALSE,FALSE,43.0821275,141.303788
20,イオンモール札幌発寒店 | スターバックス,北海道,札幌市,西区発寒8条12丁目1-1イオンモール札幌発寒,宮の沢駅1番出口 徒歩11分発寒駅南口 徒歩12分,011-669-5434,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1126,TRUE,TRUE,FALSE,FALSE,43.096168,141.27692
21,札幌円山店 | スターバックス,北海道,札幌市,中央区南1条西27丁目1-1マルヤマクラス,円山公園駅／６出口 徒歩3分円山公園駅／４出口 徒歩3分円山公園駅／５出口 徒歩4分メモ：・南１条通り沿い・円山公園近く,011-640-1234,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=914,TRUE,TRUE,FALSE,FALSE,43.0549553,141.3180178
22,すすきのイトーヨーカドー店 | スターバックス,北海道,札幌市,中央区南4条西4丁目1,すすきの駅／４出口 徒歩1分すすきの駅／５出口 徒歩2分すすきの駅／３出口 徒歩2分メモ：札幌市営地下鉄すすきの駅下車、札幌ロビンソンB2F入口すぐ,011-533-8191,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=372,TRUE,TRUE,FALSE,FALSE,43.0549911,141.3531241
23,札幌旭ケ丘店 | スターバックス,北海道,札幌市,中央区南8条西23丁目4-6,円山公園駅／５出口 徒歩19分,011-520-7090,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1413,TRUE,TRUE,FALSE,FALSE,43.0467856,141.3244383
24,札幌宮ケ丘店 | スターバックス,北海道,札幌市,中央区宮ケ丘1-1-1,円山公園駅／１出口 徒歩7分西２８丁目駅／３出口 徒歩8分西２８丁目駅／ＥＶ口出口 徒歩8分,011-633-0020,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1255,TRUE,TRUE,FALSE,FALSE,43.0576422,141.3130747
25,札幌環状通東店 | スターバックス,北海道,札幌市,東区本町2条1丁目5-1,環状通東駅／４出口 徒歩11分環状通東駅／２出口 徒歩11分環状通東駅／３出口 徒歩11分,011-789-4320,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1251,TRUE,TRUE,FALSE,FALSE,43.0825942,141.3819286
26,アリオ札幌店 | スターバックス,北海道,札幌市,東区北７条東9丁目2-20アリオ札幌,苗穂駅出入口 徒歩16分メモ：さっぽろビール園となりアリオ札幌1F,011-702-6745,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=649,TRUE,TRUE,FALSE,FALSE,43.0711702,141.3702553
27,新千歳空港店 | スターバックス,北海道,千歳市,美々新千歳空港連絡施設3F,新千歳空港駅出入口） 徒歩7分メモ：新千歳空港駅より徒歩3分,0123-46-2235,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1015,TRUE,FALSE,FALSE,FALSE,42.7872273,141.677567
28,イオンモール旭川駅前店 | スターバックス,北海道,旭川市,宮下通7-2-5,旭川駅／東口出口 徒歩5分旭川駅／西口出口 徒歩7分,0166-21-3811,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1266,TRUE,TRUE,FALSE,FALSE,43.7639638,142.3574173
29,イオンモール旭川西店 | スターバックス,北海道,旭川市,緑町23丁目2161-3イオンモール旭川西,近文駅／出入口出口 徒歩15分メモ：駅下車、道央道旭川鷹栖インター方面へ,0166-59-7919,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=554,TRUE,TRUE,FALSE,FALSE,43.793938,142.326353
30,旭川東光店 | スターバックス,北海道,旭川市,東光13条6丁目2-6,緑ヶ丘駅徒歩50分,0166-37-4010,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1387,TRUE,TRUE,FALSE,FALSE,43.7428268,142.4075349
31,旭川医科大学病院店 | スターバックス,北海道,旭川市,緑が丘東2条1丁目1-1旭川医科大学病院,メモ：旭川医科大学病院内2F 正面玄関すぐ,0166-60-6577,"月〜金：07:30〜19:30
土日祝：08:30〜19:30",http://www.starbucks.co.jp/store/search/detail.php?id=741,FALSE,FALSE,FALSE,FALSE,43.729855,142.3841412
32,帯広稲田店 | スターバックス,北海道,帯広市,稲田町南8線西10-7,帯広川西インターチェンジより 約5.7km,0155-49-0770,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1281,TRUE,TRUE,FALSE,FALSE,42.8913475,143.1995848
33,帯広白樺通り店 | スターバックス,北海道,帯広市,西21条南3丁目1-6,芽室帯広インターチェンジより 約4.4km,0155-58-6811,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1427,TRUE,TRUE,FALSE,FALSE,42.9173809,143.1433886
34,釧路鶴見橋店 | スターバックス,北海道,釧路市,昭和中央1-1-1,釧路西インターチェンジより 約4.7km,0154-55-1032,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1549,TRUE,TRUE,FALSE,FALSE,43.0164202,144.3690139
35,青森中央店 | スターバックス,青森県,青森市,荒川藤戸134-2,青森中央インターチェンジより 約3.3km,017-762-2762,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1254,TRUE,TRUE,FALSE,FALSE,40.7972102,140.7392938
36,八戸田向店 | スターバックス,青森県,八戸市,田向2-12-11,八戸是川インターチェンジ（下り）より 約3km,0178-71-2066,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1099,TRUE,TRUE,FALSE,FALSE,40.4936588,141.5087331
37,八戸城下店 | スターバックス,青森県,八戸市,城下4-2-1,本八戸駅／北口出口 徒歩10分本八戸駅／南口出口 徒歩11分,0178-72-3255,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1226,TRUE,TRUE,FALSE,FALSE,40.5209298,141.4895205
38,弘前さくら野店 | スターバックス,青森県,弘前市,高崎2-17-6さくら野百貨店,大鰐弘前インターチェンジより 約9.9km,0172-29-6851,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1520,TRUE,TRUE,FALSE,FALSE,40.6090621,140.4962637
39,弘前公園前店 | スターバックス,青森県,弘前市,上白銀町1-1,中央弘前駅／出入口出口 徒歩18分,0172-39-4051,07:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1302,TRUE,TRUE,FALSE,FALSE,40.6031549,140.4636779
40,青森ELM店 | スターバックス,青森県,五所川原市,唐笠柳517-1ELM,五所川原インターチェンジより 約2.6kmメモ：・駅前バスセンターからELMの街直行バス(立佞武多号)・ELMの街ショッピングセンター1F,0173-33-5005,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1004,TRUE,TRUE,FALSE,FALSE,40.7987369,140.4538322
41,青森西バイパス店 | スターバックス,青森県,青森市,三好2-2-36,新青森駅／南口出口 徒歩19分,017-761-7781,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1401,TRUE,TRUE,FALSE,FALSE,40.8316754,140.7030061
42,青森ラビナ店 | スターバックス,青森県,青森市,柳川1-2-3青森駅ビル・ラビナ,青森駅正面口 徒歩2分,017-721-5066,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1131,TRUE,TRUE,FALSE,FALSE,40.8279508,140.7342151
43,イオンモール下田店 | スターバックス,青森県,上北郡,おいらせ町中野平40-1イオンモール下田,下田百石インターチェンジより 約1km,0178-50-3256,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1459,TRUE,TRUE,FALSE,FALSE,40.6020431,141.4182131
44,盛岡菜園店 | スターバックス,岩手県,盛岡市,菜園1-11-11ホテルロイヤル盛岡,盛岡駅／公共地下道出入口出口 徒歩13分盛岡駅／東口出口 徒歩14分メモ：川徳の斜め前,019-606-0130,07:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=401,TRUE,TRUE,FALSE,FALSE,39.7015389,141.146854
45,盛岡フェザン店 | スターバックス,岩手県,盛岡市,盛岡駅前通1-44フェザン本館2FH,盛岡駅／公共地下道出入口出口 徒歩3分盛岡駅／東口出口 徒歩4分盛岡駅／西口自由通路出入口出口 徒歩6分,019-653-1337,10:00〜20:30,http://www.starbucks.co.jp/store/search/detail.php?id=1351,TRUE,TRUE,FALSE,FALSE,39.7026439,141.1357632
46,イオンモール盛岡店 | スターバックス,岩手県,盛岡市,前潟4−7−1,盛岡インターチェンジより 約1.7kmメモ：盛岡駅より国道46号線を秋田方面に、盛岡インターチェンジをおりてすぐ。,019-605-2746,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=516,TRUE,TRUE,FALSE,FALSE,39.7115615,141.0986664
47,盛岡西バイパス店 | スターバックス,岩手県,盛岡市,北飯岡4-12-20,盛岡南インターチェンジより 約3.6km,019-614-0257,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1162,TRUE,TRUE,FALSE,FALSE,39.6682647,141.1342645
48,イオンモール盛岡南店 | スターバックス,岩手県,盛岡市,本宮7-1-1イオンモール盛岡南,盛岡南インターチェンジより 約4.9kmメモ：・国道４６号線 盛岡西バイパス沿い,019-631-3108,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=707,TRUE,TRUE,FALSE,FALSE,39.6833349,141.1279861
49,一関店 | スターバックス,岩手県,一関市,山目泥田55-1,一関インターチェンジより 約0.8km,0191-33-1277,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1452,TRUE,TRUE,FALSE,FALSE,38.9375201,141.1147014
50,奥州水沢店 | スターバックス,岩手県,奥州市,水沢佐倉河羽黒田57-2,水沢駅／東口出口 徒歩21分,0197-51-0222,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1579,TRUE,FALSE,FALSE,FALSE,39.1468037,141.1554923
51,北上店 | スターバックス,岩手県,北上市,北鬼柳18地割96-2,柳原駅／出入口出口 徒歩19分,0197-65-6716,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1451,TRUE,TRUE,FALSE,FALSE,39.2937887,141.100078
52,エスパル仙台本館店 | スターバックス,宮城県,仙台市,青葉区中央1-1-1エスパル仙台本館,"仙台駅／南５出口 徒歩2分
仙台駅／西口１出口 徒歩2分
仙台駅／西口９出口 徒歩2分
メモ：S-PAL1F、郵便局横。",022-711-1351,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=174,TRUE,TRUE,FALSE,FALSE,38.2593241,140.8820192
53,仙台クリスロード店 | スターバックス,宮城県,仙台市,青葉区中央2-5-3第二やまふくビル,あおば通駅／ＥＶ口出口 徒歩3分あおば通駅／１出口 徒歩4分仙台駅／北６出口 徒歩4分,022-265-6610,"月〜木：07:30〜22:00
金：07:30〜22:30
土：08:00〜22:30
日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=245,TRUE,TRUE,FALSE,FALSE,38.2616531,140.876901
54,ホテルグランテラス 仙台国分町店 | スターバックス,宮城県,仙台市,青葉区国分町2-2-2ホテルグランテラス仙台国分町1F,広瀬通駅／西５出口 徒歩6分広瀬通駅／西６出口 徒歩6分広瀬通駅／西４出口 徒歩6分メモ：ホテルリッチフィールド仙台1F,022-712-5272,"月〜木：07:30〜22:00
金：07:30〜24:00
土：08:00〜24:00
日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=215,TRUE,TRUE,FALSE,FALSE,38.2623358,140.8698951
55,仙台アエル店 | スターバックス,宮城県,仙台市,青葉区中央1-3-1仙台ＡＥＲ,仙台駅／西口８出口 徒歩4分仙台駅／西口１５出口 徒歩4分仙台駅／西口７出口 徒歩4分メモ：JR仙台駅の西口 右手ビル2階,022-723-8039,07:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=374,TRUE,TRUE,FALSE,FALSE,38.2625191,140.8813762
56,仙台パルコ店 | スターバックス,宮城県,仙台市,青葉区中央1-2-3仙台パルコ,仙台駅／西口１５出口 徒歩2分仙台駅／西口８出口 徒歩2分仙台駅／北８出口 徒歩3分,022-774-8201,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=868,TRUE,TRUE,FALSE,FALSE,38.2619966,140.8816366
57,エスパル仙台東館店 | スターバックス,宮城県,仙台市,青葉区中央1-1-1エスパル仙台東館4階,仙台駅／東口出口 徒歩1分仙台駅／西口２出口 徒歩3分仙台駅／西口１０出口 徒歩3分,022-791-0311,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1356,TRUE,TRUE,FALSE,FALSE,38.2593673,140.8831452
58,仙台フォーラス店 | スターバックス,宮城県,仙台市,青葉区一番町3-11-15仙台フォーラス,広瀬通駅／西４出口 徒歩3分広瀬通駅／西５出口 徒歩3分広瀬通駅／西３出口 徒歩3分メモ：・地下鉄広瀬通駅 西４出口より徒歩1分・広瀬通り沿い。,022-264-5451,08:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=885,TRUE,TRUE,FALSE,FALSE,38.2621908,140.8720617
59,仙台台原店 | スターバックス,宮城県,仙台市,青葉区台原1-8-7,北仙台駅／ＥＶ口出口 徒歩9分北仙台駅／北２出口 徒歩9分北仙台駅／北１出口 徒歩9分,022-727-5581,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1550,TRUE,TRUE,FALSE,FALSE,38.2832939,140.8731627
60,イオンモール名取店 | スターバックス,宮城県,名取市,杜せきのした5-3-1,杜せきのした駅／出入口出口 徒歩7分メモ：・仙台空港線「杜せきのした駅」よりデッキで直結。・太白方面からは、県道仙台館腰線または県道仙台岩沼線から仙台空港線を経由するルートが便利です。・亘理方面・山元町方面からは、県道塩釜亘理線をご利用ください。,022-381-0817,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=739,TRUE,TRUE,FALSE,FALSE,38.1637266,140.8958161
61,仙台市名坂店 | スターバックス,宮城県,仙台市,泉区高玉町3-10,泉中央駅／東１出口 徒歩21分,022-771-5481,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1205,TRUE,TRUE,FALSE,FALSE,38.3181265,140.8938417
62,泉中央セルバ店 | スターバックス,宮城県,仙台市,泉区泉中央1-4-1泉中央セルバ,泉中央駅／西１出口 徒歩5分泉中央駅／北１出口 徒歩5分泉中央駅／東１出口 徒歩5分,022-218-3620,"月〜土：07:30〜22:00
日祝：07:30〜21:00",http://www.starbucks.co.jp/store/search/detail.php?id=391,TRUE,TRUE,FALSE,FALSE,38.3235835,140.8822142
63,仙台泉パークタウン タピオ店 | スターバックス,宮城県,仙台市,泉区寺岡6-5-1泉パークタウンタピオ,泉インターチェンジより 約4.9kmメモ：・泉パークタウン タピオ南館2F・泉中央駅より宮城交通バス「寺岡一丁目」下車・東北自動車道 泉ＩＣより約4.5ｋｍ・東北自動車道 泉PAｽﾏｰﾄｲﾝﾀｰより約2.5ｋｍ,022-342-7961,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=871,TRUE,TRUE,FALSE,FALSE,38.3426675,140.836208
64,イオンモール富谷店 | スターバックス,宮城県,富谷市,大清水1-33-1イオンモール富谷,富谷ジャンクションより 約2.1kmメモ：泉中央駅より宮城交通バス乗車、バス停「鷹の森団地」下車,022-779-0861,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=490,TRUE,FALSE,FALSE,FALSE,38.36523,140.875161
65,ザ・モール仙台長町 Ｐａｒｔ２店 | スターバックス,宮城県,仙台市,太白区長町7-20-3ザ・モール仙台長町Part2,長町南駅／東１出口 徒歩4分長町南駅／ＥＶ口出口 徒歩4分長町南駅／西２出口 徒歩7分メモ：ザ・モール仙台長町パート2の1F,022-304-3552,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=444,TRUE,TRUE,FALSE,FALSE,38.2270452,140.8770489
66,ザ・モール仙台長町本館店 | スターバックス,宮城県,仙台市,太白区長町7-20-3ザ・モール仙台長町本館3階,長町南駅／ＥＶ口出口 徒歩2分長町南駅／東１出口 徒歩3分長町南駅／西３出口 徒歩3分,022-304-2361,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1557,TRUE,TRUE,FALSE,FALSE,38.2258989,140.8771764
67,仙台大野田店 | スターバックス,宮城県,仙台市,太白区大野田4-2-1,富沢駅／北１出口 徒歩14分,022-746-8835,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1122,TRUE,TRUE,FALSE,FALSE,38.2140987,140.877179
68,TSUTAYA 東仙台店 | スターバックス,宮城県,仙台市,宮城野区東仙台4-14-1TSUTAYAヤマト屋書店東仙台店,東仙台駅出入口 徒歩21分メモ：・フｫレオせんだい宮の杜のTSUTAYA1F・宮城野図書館近く・仙台駅より仙台市営バス鶴ヶ谷・南光台行バスで「ガス局前」下車、徒歩3分。,022-297-2022,09:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=2031,TRUE,TRUE,FALSE,FALSE,38.2760764,140.9083956
69,仙台駅東口店 | スターバックス,宮城県,仙台市,宮城野区榴岡1-2-10エンドウビル1F,仙台駅／２出口 徒歩2分仙台駅／１出口 徒歩3分仙台駅／東口出口 徒歩4分メモ：宮城野通り、代々木ゼミナールの前、榴ヶ岡交差点の角,022-293-1501,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=328,TRUE,TRUE,FALSE,FALSE,38.2595049,140.8858366
70,TSUTAYA 仙台荒井店 | スターバックス,宮城県,仙台市,若林区南小泉59-1クロスモール仙台荒井,仙台東インターチェンジより 約3.8km,022-287-2010,09:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=2093,TRUE,FALSE,FALSE,FALSE,38.2378308,140.9310187
71,蔦屋書店 多賀城市立図書館店 | スターバックス,宮城県,多賀城市,中央2-4-3,多賀城駅／出入口出口 徒歩7分,022-309-3980,09:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=2066,TRUE,TRUE,FALSE,FALSE,38.2919228,141.0047444
72,イオンモール石巻店 | スターバックス,宮城県,石巻市,茜平4-104イオンモール石巻,石巻河南インターチェンジより 約0.5km,0225-92-1359,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1140,TRUE,TRUE,FALSE,FALSE,38.4477185,141.2660009
73,古川店 | スターバックス,宮城県,大崎市,古川旭2-3-15,古川駅／東南口出口 徒歩12分古川駅／西南口出口 徒歩13分,0229-21-3531,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1522,TRUE,TRUE,FALSE,FALSE,38.5662955,140.9714151
74,秋田駅店 | スターバックス,秋田県,秋田市,中通7-1-2,秋田駅／西口出口 徒歩2分秋田駅／東口出口 徒歩4分,018-825-9701,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1466,TRUE,TRUE,FALSE,FALSE,39.7169121,140.1297398
75,秋田東通店 | スターバックス,秋田県,秋田市,東通4-5-20,秋田駅／東口出口 徒歩24分,018-884-7751,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1236,TRUE,TRUE,FALSE,FALSE,39.7130491,140.1431304
76,秋田保戸野学園通り店 | スターバックス,秋田県,秋田市,保戸野鉄砲町14-18,秋田北インターチェンジより 約7km,018-896-4100,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1516,TRUE,TRUE,FALSE,FALSE,39.7248604,140.1097133
77,イオンモール秋田店 | スターバックス,秋田県,秋田市,御所野地蔵田1-1-1,秋田南インターチェンジより 約4.3kmメモ：御所野のイオンモール1Fに位置しています,018-889-6588,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=627,TRUE,FALSE,FALSE,FALSE,39.66315,140.1612697
78,秋田アルス店 | スターバックス,秋田県,秋田市,中通7-2-1おしゃれかんアルス,秋田駅／西口出口 徒歩3分秋田駅／東口出口 徒歩6分メモ：秋田駅前のホテルメトロポリタン秋田に隣接,018-884-7011,"月〜木：07:00〜22:00
金土：07:00〜22:30
日祝：07:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=486,TRUE,TRUE,FALSE,FALSE,39.7180977,140.1286351
79,秋田大学医学部附属病院店 | スターバックス,秋田県,秋田市,広面蓮沼44-2秋田大学医学部附属病院,秋田中央インターチェンジより 約4.9kmメモ：・秋田大学医学部付属病院内,018-825-5182,"月〜金：07:00〜20:00
土日祝：09:00〜19:00",http://www.starbucks.co.jp/store/search/detail.php?id=912,TRUE,FALSE,FALSE,FALSE,39.7307148,140.1494768
