id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng,chair
36,福岡原店 | 珈琲所コメダ珈琲店,福岡県,福岡市,早良区原7丁目14番39号,賀茂駅徒歩19分以上,092-866-8066,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=585,TRUE,TRUE,TRUE,FALSE,33.562682,130.3419927,"98席
(禁煙:74/喫煙:24)"
37,イオンスタイル笹丘店 | 珈琲所コメダ珈琲店,福岡県,福岡市,中央区笹丘1-28-74,茶山駅徒歩14分以上,092-753-6297,07:00〜21:00,http://www.komeda.co.jp/search/shopdetail.php?id=787,TRUE,FALSE,TRUE,FALSE,33.5649265,130.3766734,"92席
(禁煙:75/喫煙:17)"
38,高知南国店 | 珈琲所コメダ珈琲店,高知県,南国市,明見818番1,小篭通駅徒歩13分以上,088-855-5595,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=731,TRUE,FALSE,TRUE,FALSE,33.5676599,133.6277077,"99席
(禁煙:80/喫煙:19)"
39,高知インター店 | 珈琲所コメダ珈琲店,高知県,高知市,杉井流17-9,薊野駅徒歩13分以上,088-855-7666,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=560,TRUE,FALSE,TRUE,FALSE,33.5691641,133.5564038,"97席
(禁煙:68/喫煙:29)"
40,福岡東那珂店 | 珈琲所コメダ珈琲店,福岡県,福岡市,博多区東那珂1丁目16-20,竹下駅から1.4km、徒歩18分,092-292-2436,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=641,TRUE,TRUE,TRUE,FALSE,33.572732,130.4369663,"102席
(禁煙:78/喫煙:24)"
41,九大学研都市店 | 珈琲所コメダ珈琲店,福岡県,福岡市,西区西都一丁目17番19号,今宿駅徒歩17分以上,092-407-1101,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=592,TRUE,FALSE,TRUE,FALSE,33.5806504,130.2601036,"99席
(禁煙:68/喫煙:31)"
42,博多駅東店 | 珈琲所コメダ珈琲店,福岡県,福岡市,博多区博多駅東2丁目4番20号,博多駅徒歩4分以上,092-477-8861,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=663,TRUE,FALSE,TRUE,FALSE,33.5882386,130.4234583,"92席
(禁煙:74/喫煙:18)"
43,福岡天神南店 | 珈琲所コメダ珈琲店,福岡県,福岡市,中央区天神1-2-1ホテルザ・ビー福岡天神1F,天神南駅徒歩1分以上,092-771-1959,07:00〜00:00,http://www.komeda.co.jp/search/shopdetail.php?id=828,TRUE,FALSE,TRUE,FALSE,33.5893299,130.4035755,"82席
(禁煙:56/喫煙:26)"
44,福岡ももち店 | 珈琲所コメダ珈琲店,福岡県,福岡市,早良区百道浜2丁目1-22SRPビル1F,西新駅徒歩15分以上,092-836-8164,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=636,TRUE,TRUE,TRUE,FALSE,33.593432,130.355916,"89席
(禁煙:67/喫煙:22)"
45,大分中津店 | 珈琲所コメダ珈琲店,大分県,中津市,金谷森ノ丁2229番地1,吉富駅徒歩10分以上,0979-77-5431,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=735,FALSE,FALSE,TRUE,FALSE,33.5995348,131.1791115,"111席
(禁煙:90/喫煙:21)"
46,福岡八田店 | 珈琲所コメダ珈琲店,福岡県,福岡市,東区八田1丁目6番25号,土井駅徒歩8分以上,092-691-5080,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=555,TRUE,TRUE,TRUE,FALSE,33.6333567,130.4595241,"99席
(禁煙:62/喫煙:37)"
47,飯塚川津店 | 珈琲所コメダ珈琲店,福岡県,飯塚市,横田65-7,新飯塚駅徒歩25分以上,0948-22-1222,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=798,TRUE,FALSE,TRUE,FALSE,33.6456766,130.6745766,"104席
(禁煙:80/喫煙:24)"
48,福岡香椎浜店 | 珈琲所コメダ珈琲店,福岡県,福岡市,東区香椎浜3丁目3番11号,西鉄香椎駅徒歩17分以上,092-692-1972,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=692,TRUE,FALSE,TRUE,FALSE,33.6589001,130.4278663,"104席
(禁煙:80/喫煙:24)"
49,ゆめマート新宮店 | 珈琲所コメダ珈琲店,福岡県,糟屋郡,新宮町緑ｹ浜4丁目18番48号,西鉄新宮駅徒歩13分以上,092-410-9474,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=615,TRUE,FALSE,TRUE,FALSE,33.7104428,130.4461803,"104席
(禁煙:76/喫煙:28)"
50,新宮緑ヶ丘店 | 珈琲所コメダ珈琲店,和歌山県,新宮市,緑ｹ丘1丁目10-67,新宮駅徒歩7分以上,0735-29-7754,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=666,TRUE,TRUE,TRUE,FALSE,33.7198553,135.992819,"86席
(禁煙:62/喫煙:24)"
51,福岡行橋店 | 珈琲所コメダ珈琲店,福岡県,行橋市,大字草野513番地1,行橋駅徒歩29分以上,0930-25-5550,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=848,TRUE,FALSE,TRUE,FALSE,33.7364684,130.9576135,"96席
(禁煙:72/喫煙:24)"
52,福間駅南店 | 珈琲所コメダ珈琲店,福岡県,福津市,日蒔野2丁目1-8,福間駅徒歩5分以上,0940-72-4466,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=725,TRUE,FALSE,TRUE,FALSE,33.7606,130.4865632,"100席
(禁煙:75/喫煙:25)"
53,エミフルＭＡＳＡＫＩ店 | 珈琲所コメダ珈琲店,愛媛県,伊予郡,松前町筒井850番エミフルMASAKI館内,古泉駅徒歩5分以上,089-989-5903,09:00〜22:00,http://www.komeda.co.jp/search/shopdetail.php?id=623,TRUE,FALSE,TRUE,FALSE,33.7891825,132.715609,"90席
(禁煙:74/喫煙:16)"
54,福岡宗像店 | 珈琲所コメダ珈琲店,福岡県,宗像市,稲元4丁目22番1号,赤間駅徒歩13分以上,0940-62-5025,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=717,TRUE,FALSE,TRUE,FALSE,33.8092425,130.5590554,"99席
(禁煙:72/喫煙:27)"
55,南久米店 | 珈琲所コメダ珈琲店,愛媛県,松山市,南久米町133番1,久米駅徒歩4分以上,089-968-1877,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=594,TRUE,FALSE,TRUE,FALSE,33.8181053,132.8042382,"101席
(禁煙:70/喫煙:31)"
56,北九州上津役店 | 珈琲所コメダ珈琲店,福岡県,北九州市,八幡西区下上津役四丁目11-10,三ヶ森駅徒歩18分以上,093-614-2277,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=659,TRUE,FALSE,TRUE,FALSE,33.8272439,130.7469315,"104席
(禁煙:80/喫煙:24)"
57,北九州守恒店 | 珈琲所コメダ珈琲店,福岡県,北九州市,小倉南区守恒本町2-15-1,徳力公団前駅徒歩3分以上,093-965-2020,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=854,TRUE,FALSE,TRUE,FALSE,33.8324513,130.8689486,"98席
(禁煙:72/喫煙:26)"
58,松山山西店 | 珈琲所コメダ珈琲店,愛媛県,松山市,山西町793-1,山西駅徒歩9分以上,089-995-8505,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=681,TRUE,FALSE,TRUE,FALSE,33.8499243,132.722368,"102席
(禁煙:80/喫煙:22)"
59,北九州桃園公園店 | 珈琲所コメダ珈琲店,福岡県,北九州市,八幡東区桃園1-4-36,八幡駅徒歩16分以上,093-777-6684,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=646,FALSE,FALSE,TRUE,FALSE,33.8641073,130.7843993,"98席
(禁煙:78/喫煙:20)"
60,北九州鞘ヶ谷店 | 珈琲所コメダ珈琲店,福岡県,北九州市,戸畑区東鞘ヶ谷町2番8号,枝光駅徒歩27分以上,093-871-7550,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=792,TRUE,FALSE,TRUE,FALSE,33.8802451,130.8337527,"118席
(禁煙:89/喫煙:29)"
61,北九州本城店 | 珈琲所コメダ珈琲店,福岡県,北九州市,八幡西区本城学研台3丁目2番1号,本城駅徒歩32分以上,093-616-8942,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=696,TRUE,FALSE,TRUE,FALSE,33.8953359,130.7227559,"106席
(禁煙:82/喫煙:24)"
62,御坊店 | 珈琲所コメダ珈琲店,和歌山県,御坊市,湯川町財部636-1,紀伊御坊駅徒歩7分以上,0738-22-0141,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=549,TRUE,FALSE,TRUE,FALSE,33.8972806,135.1503882,"100席
(禁煙:72/喫煙:28)"
63,阿南富岡店 | 珈琲所コメダ珈琲店,徳島県,阿南市,富岡町滝ノ下18-13,阿南駅徒歩3分以上,0884-24-9190,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=762,TRUE,FALSE,TRUE,FALSE,33.9169819,134.6621293,"118席
(禁煙:94/喫煙:24)"
64,西条古川店 | 珈琲所コメダ珈琲店,愛媛県,西条市,古川甲353-1,伊予西条駅徒歩30分以上,0897-56-5551,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=820,TRUE,FALSE,TRUE,FALSE,33.9169908,133.1657984,"96席
(禁煙:72/喫煙:24)"
65,宇部南浜町店 | 珈琲所コメダ珈琲店,山口県,宇部市,南浜町2丁目7-21,居能駅徒歩6分以上,0836-43-6566,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=754,TRUE,FALSE,TRUE,FALSE,33.9653516,131.2330362,"96席
(禁煙:74/喫煙:22)"
66,徳島小松島店 | 珈琲所コメダ珈琲店,徳島県,小松島市,日開野町字崎田42-1,南小松島駅徒歩16分以上,0885-32-8677,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=878,TRUE,FALSE,TRUE,FALSE,34.0013091,134.575759,"93席
(禁煙:72/喫煙:21)"
67,小野田バイパス店 | 珈琲所コメダ珈琲店,山口県,山陽小野田市,大字西高泊字神田沖619-5,小野田駅徒歩14分以上,0836-38-5532,07:00〜21:30,http://www.komeda.co.jp/search/shopdetail.php?id=744,TRUE,FALSE,TRUE,FALSE,34.0071947,131.1746305,"95席
(禁煙:74/喫煙:21)"
68,下関綾羅木店 | 珈琲所コメダ珈琲店,山口県,下関市,綾羅木新町4-3-15,綾羅木駅徒歩5分以上,083-277-0848,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=693,FALSE,FALSE,TRUE,FALSE,34.0079536,130.9250426,"124席
(禁煙:102/喫煙:22)"
69,下関長府店 | 珈琲所コメダ珈琲店,山口県,下関市,ゆめタウン1番10号,長府駅徒歩21分以上,083-227-2173,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=745,TRUE,FALSE,TRUE,FALSE,34.0292213,131.010985,"94席
(禁煙:72/喫煙:22)"
70,周南久米店 | 珈琲所コメダ珈琲店,山口県,周南市,大字久米2944番地2,櫛ヶ浜駅徒歩14分以上,0834-34-8123,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=637,TRUE,FALSE,TRUE,FALSE,34.0342523,131.8396387,"107席
(禁煙:70/喫煙:37)"
71,ゆめタウン徳山店 | 珈琲所コメダ珈琲店,山口県,周南市,青山町1番18号,徳山駅徒歩21分以上,0834-34-9881,08:00〜21:30,http://www.komeda.co.jp/search/shopdetail.php?id=771,TRUE,FALSE,TRUE,FALSE,34.0427091,131.8155768,"79席
(禁煙:64/喫煙:15)"
72,今治立花店 | 珈琲所コメダ珈琲店,愛媛県,今治市,郷六ヶ内町2丁目4番37号,伊予富田駅徒歩18分以上,0898-25-0121,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=732,TRUE,FALSE,TRUE,FALSE,34.0442314,132.9990316,"92席
(禁煙:70/喫煙:22)"
73,徳島沖浜店 | 珈琲所コメダ珈琲店,徳島県,徳島市,山城西1丁目1-3,二軒屋駅徒歩13分以上,088-626-7160,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=862,TRUE,FALSE,TRUE,FALSE,34.0544329,134.5568409,"96席
(禁煙:76/喫煙:20)"
74,防府八王子店 | 珈琲所コメダ珈琲店,山口県,防府市,八王子1丁目12番15号,防府駅徒歩6分以上,0835-28-8150,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=704,TRUE,FALSE,TRUE,FALSE,34.0553983,131.5645037,"96席
(禁煙:73/喫煙:23)"
75,尾鷲店 | 珈琲所コメダ珈琲店,三重県,尾鷲市,小川西町3番10号,尾鷲駅徒歩10分以上,0597-22-1251,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=598,TRUE,FALSE,TRUE,FALSE,34.0674242,136.1900621,"100席
(禁煙:70/喫煙:30)"
76,吉野川鴨島店 | 珈琲所コメダ珈琲店,徳島県,吉野川市,鴨島町牛島字市瀬790-8,牛島駅徒歩10分以上,0883-36-9077,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=464,TRUE,FALSE,TRUE,FALSE,34.0732013,134.3900846,"99席
(禁煙:78/喫煙:21)"
77,徳島藍住店 | 珈琲所コメダ珈琲店,徳島県,板野郡,藍住町徳命字前須西99-1,板野駅徒歩45分以上,088-678-2595,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=671,TRUE,FALSE,TRUE,FALSE,34.1187518,134.4853524,"95席
(禁煙:70/喫煙:25)"
78,徳島北島店 | 珈琲所コメダ珈琲店,徳島県,板野郡,北島町江尻字柳池9-2,吉成駅徒歩23分以上,088-679-1610,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=688,TRUE,FALSE,TRUE,FALSE,34.1229,134.5478234,"91席
(禁煙:74/喫煙:17)"
79,山口維新公園店 | 珈琲所コメダ珈琲店,山口県,山口市,朝田字灰田601番1,大歳駅徒歩7分以上,083-995-2028,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=819,TRUE,FALSE,TRUE,FALSE,34.1509399,131.4352718,"96席
(禁煙:74/喫煙:22)"
80,海南店 | 珈琲所コメダ珈琲店,和歌山県,海南市,重根西1丁目5番地1,海南駅徒歩35分以上,073-485-2000,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=756,TRUE,FALSE,TRUE,FALSE,34.155081,135.2414534,"101席
(禁煙:72/喫煙:29)"
81,ゆめタウン山口店 | 珈琲所コメダ珈琲店,山口県,山口市,大内千坊6丁目9番1号,上山口駅徒歩34分以上,083-941-6665,09:00〜21:30,http://www.komeda.co.jp/search/shopdetail.php?id=714,TRUE,FALSE,TRUE,FALSE,34.1611754,131.4894557,"83席
(禁煙:69/喫煙:14)"
82,ゆめタウン呉店 | 珈琲所コメダ珈琲店,広島県,呉市,宝町5-10ゆめタウン呉1階,呉駅徒歩3分以上,0823-25-1553,09:00〜21:30,http://www.komeda.co.jp/search/shopdetail.php?id=772,TRUE,FALSE,TRUE,FALSE,34.2424446,132.5563223,"93席
(禁煙:77/喫煙:16)"
83,和歌山大谷店 | 珈琲所コメダ珈琲店,和歌山県,和歌山市,大谷13-1,紀ノ川駅徒歩21分以上,073-455-5577,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=460,TRUE,FALSE,TRUE,FALSE,34.2603532,135.1814147,"90席
(禁煙:62/喫煙:28)"
84,丸亀飯山店 | 珈琲所コメダ珈琲店,香川県,丸亀市,飯山町川原85-5,栗熊駅徒歩66分以上,0877-98-5123,07:00〜23:00,http://www.komeda.co.jp/search/shopdetail.php?id=875,TRUE,FALSE,TRUE,FALSE,34.2656313,133.8512961,"96席
(禁煙:78/喫煙:18)"
