id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lon,chair
14,南大沢店 | 上島珈琲店,東京都,八王子市,南大沢2-1-6フレンテ南大沢2F,南大沢駅徒歩3分以内,042-670-2485,"平日7:00～21:00
土日祝7:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3634,FALSE,FALSE,TRUE,FALSE,35.904723,139.622052,"42席
(禁煙:24/喫煙:18)"
15,南砂町店 | 上島珈琲店,東京都,江東区,新砂3-4-31SUNAMO1F,南砂町駅徒歩4分,03-5677-0519,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3657,TRUE,TRUE,TRUE,FALSE,35.904723,139.622052,"88席
(禁煙:56/喫煙:32)"
16,那須赤十字病院店 | 上島珈琲店,栃木県,大田原市,中田原1081-4那須赤十字病院2F,大田原市徒歩30分,0287-23-0575,"平日7:30～18:00
土日祝7:30～18:00（第2・4・5土曜・日祝・休診日は10：00～18：00）",https://shop.ufs.co.jp/ufs/spot/detail?code=4021,FALSE,TRUE,TRUE,TRUE,35.896594,139.635398,ラウンジ内
17,東中野店 | 上島珈琲店,東京都,中野区,東中野5-1-1ユニゾンモール東中野1F,東中野駅徒歩2分,03-5332-3335,"平日7:30～21:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3633,FALSE,FALSE,TRUE,TRUE,35.858694,139.659134,"60席
(禁煙:40/喫煙:20)"
18,東静岡店 | 上島珈琲店,静岡県,静岡市,駿河区池田71-1,県総合運動場駅徒歩31分,054-288-1107,"平日8:00～22:00
土7:30～22:00
日祝7:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4029,FALSE,TRUE,FALSE,TRUE,36.139523,139.392193,"70席
(禁煙:60/喫煙:10席(テラス))"
19,東上野店 | 上島珈琲店,東京都,台東区,東上野3-19-6,上野駅徒歩3分以内,03-5812-7672,"平日7:00～21:00
土曜8:00～20:00
日祝8:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3649,FALSE,FALSE,TRUE,FALSE,35.80306,139.718569,"52席
(禁煙:28/喫煙:24)"
20,東急キャピトルタワー店 | 上島珈琲店,東京都,千代田区,永田町2-10-3東急キャピトルタワー地下2F,溜池山王駅徒歩2分,03-5532-1605,"平日7:30～22:00
土日祝8:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3665,FALSE,FALSE,TRUE,FALSE,35.80306,139.718569,"52席
(禁煙34/喫煙18)"
21,天神地下街店 | 上島珈琲店,福岡県,福岡市,中央区天神二丁目地下3号東1番街第333号,天神駅徒歩1分,092-791-7585,"平日07：30～22：00
土日祝07：30～22：00",https://shop.ufs.co.jp/ufs/spot/detail?code=3711,FALSE,TRUE,FALSE,TRUE,35.891229,139.731015,36席
22,町田店 | 上島珈琲店,東京都,町田市,田市原町田6-10-7町田岡ビル,町田駅徒歩1分,042-739-5025,"平日7:30～22:00
土8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3687,FALSE,FALSE,FALSE,FALSE,35.786462,139.471946,49席
23,中目黒店 | 上島珈琲店,東京都,目黒区,上目黒3-1-1,中目黒駅徒歩2分,03-5724-4730,"平日7:00～22:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3631,TRUE,TRUE,TRUE,FALSE,35.786462,139.471946,"69席
(禁煙:37/喫煙:32)"
24,竹橋店 | 上島珈琲店,東京都,千代田区,一ツ橋1-1-1パレスサイドビルディングB1F,竹橋駅徒歩4分,03-5288-7520,"平日7:00～21:00
土曜8:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=347,FALSE,TRUE,FALSE,FALSE,36.005844,139.409606,"56席
(禁煙:20/喫煙:36)"
25,地下鉄三宮駅店 | 上島珈琲店,兵庫県,神戸市,中央区北長狭通1丁目神戸市営地下鉄三宮駅構内,三宮駅徒歩4分,078-332-7703,"平日6:45～22:00
土曜7:00～22:00
日祝7:30～21:30",https://shop.ufs.co.jp/ufs/spot/detail?code=1314,TRUE,FALSE,FALSE,TRUE,35.987756,139.788713,"47席
(禁煙:30/喫煙:17)"
26,大門店 | 上島珈琲店,東京都,港区,芝大門2-4-1イズミビル1F,大門駅徒歩1分,03-5733-0650,"平日7:00～22:00
土曜7:30～21:30
日祝7:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3623,TRUE,TRUE,FALSE,FALSE,35.86036,139.429525,"94席
(禁煙:61/喫煙:33)"
27,大船店 | 上島珈琲店,神奈川県,鎌倉市,大船1-26-5相鉄フレッサイン1F,大船駅徒歩3分,0467-42-0201,"平日7:00～21:00
土日祝7:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3637,TRUE,TRUE,FALSE,TRUE,35.828696,139.804763,"53席
(禁煙:31/喫煙:22)"
28,大森店 | 上島珈琲店,東京都,大田区,山王2-3-3野口ビル1F,大森駅徒歩3分以内,03-5746-1868,"平日7:30～22:00
土曜8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3639,TRUE,TRUE,FALSE,TRUE,36.078658,139.661246,"55席
(禁煙:29/喫煙:26)"
29,大手町フィナンシャルシティ店 | 上島珈琲店,東京都,千代田区,大手町1-9-5大手町フィナンシャルシティノースタワー1F,大手町駅徒歩7分,03-3517-2181,平日07:00～21:00,https://shop.ufs.co.jp/ufs/spot/detail?code=3691,FALSE,FALSE,TRUE,FALSE,35.611469,140.113306,"43席
(禁煙:32/喫煙:11)"
30,大阪証券取引所店 | 上島珈琲店,大阪府,大阪市,中央区北浜1-8-16大阪証券取引所ビル1F,北浜駅徒歩1分,06-6232-5105,"平日7:00～22:00
土曜8:00～20:00
日祝8:00～18:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3615,FALSE,FALSE,FALSE,FALSE,35.611469,140.113306,"76席
(禁煙:42/喫煙:34)"
31,草加マルイ店 | 上島珈琲店,埼玉県,草加市,高砂2-9-1草加マルイ１Ｆ,草加駅徒歩1分,048-929-7303,"平日8:00～22:00
土日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3675,FALSE,FALSE,TRUE,FALSE,35.611469,140.113306,"25席
(禁煙:21/喫煙:4)"
32,巣鴨店 | 上島珈琲店,東京都,豊島区,巣鴨2-1-2ブラウンタワー1・2階,巣鴨駅徒歩3分以内,03-5907-4017,"平日7:00～22:00
土日祝7:30～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3644,FALSE,FALSE,TRUE,FALSE,35.611469,140.113306,"70席
(禁煙:40/喫煙:30)"
33,仙台一番町店 | 上島珈琲店,宮城県,仙台市,青葉区一番町3-6-1一番町平和ビル1・2F,広瀬通駅徒歩3分,022-217-7201,"月～金7:30～21:00
土・日・祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3674,FALSE,TRUE,FALSE,TRUE,35.711958,139.978804,"101席
(禁煙:78/喫煙:23)"
34,仙台クリスロード店 | 上島珈琲店,宮城県,仙台市,青葉区中央2-3-29榎戸ビル,広瀬通駅徒歩2分,022-226-8191,"平日７:30～21:00
土・日・祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3718,TRUE,TRUE,FALSE,FALSE,35.685704,139.990037,69席
35,赤坂一ツ木通り店 | 上島珈琲店,東京都,港区,赤坂4-3-2ホテルビスタプレミオ東京[赤坂]１F,赤坂見附駅徒歩4分,03-6277-6576,"平日07:00～22:00
土日祝07:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3721,TRUE,FALSE,FALSE,TRUE,35.87013,139.923949,76席
36,青葉台店 | 上島珈琲店,神奈川県,横浜市,青葉区青葉台2-9-1,青葉台駅徒歩1分,045-988-0141,"平日7:30～22:30
土日祝7:30～22:30",https://shop.ufs.co.jp/ufs/spot/detail?code=3677,FALSE,FALSE,FALSE,TRUE,35.691175,139.757178,"106席
(禁煙:77/喫煙:29)"
37,青山店 | 上島珈琲店,東京都,港区,北青山3-5-14青山鈴木硝子ビル1F,表参道駅徒歩2分,03-6804-5111,"平日7:30～22:00
土日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3717,FALSE,TRUE,FALSE,FALSE,35.695813,139.76053,"84席
(禁煙:72/喫煙:12)"
38,成城店 | 上島珈琲店,東京都,世田谷区,成城2-39-7すみれビル,成城学園前駅徒歩3分以内,03-5727-0039,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3658,TRUE,TRUE,FALSE,TRUE,35.671849,139.747977,"86席
(禁煙:73/喫煙:13)"
39,諏訪湖SA下り店 | 上島珈琲店,長野県,岡谷市,湊方久保435番地,岡谷市県道16号線 経由13分,0266-53-2323,"平日07:00～21:00
土日祝07:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4037,TRUE,TRUE,FALSE,TRUE,35.673819,139.741031,サービスエリア内
40,神保町店 | 上島珈琲店,東京都,千代田区,神田神保町1-1-13三省堂第2アネックスビル1F,神保町駅徒歩3分,03-5282-2908,"平日7:30～22:00
土8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3672,TRUE,TRUE,FALSE,TRUE,35.695525,139.760625,"42席
(禁煙:26/喫煙:16)"
41,神谷町駅前店 | 上島珈琲店,東京都,港区,虎ノ門3-18-16虎ノ門菅井ビル1F,神谷町駅徒歩3分以内,03-5408-9636,"平日7:00～21:00
土日祝9:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4015,TRUE,TRUE,FALSE,TRUE,35.688295,139.7659,"51席
(禁煙:30/喫煙:21)"
42,神戸元町店 | 上島珈琲店,兵庫県,神戸市,中央区元町通1-13-15神戸堂ビル1・2階,元町駅徒歩3分以内,078-325-0230,"平日7:00～23:00
土曜8:00～23:00
日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3648,TRUE,TRUE,FALSE,FALSE,35.697572,139.767905,"84席
(禁煙:47/喫煙:37)"
43,神戸空港店 | 上島珈琲店,兵庫県,神戸市,中央区神戸空港1番空港ターミナルビル3F,南公園駅徒歩46分,078-306-3977,"平日6:30～21:00
土日祝6:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3620,FALSE,TRUE,FALSE,TRUE,35.682599,139.774644,54席
44,神楽坂店 | 上島珈琲店,東京都,新宿区,神楽坂3-2木村屋ビル1・2F,飯田橋駅徒歩3分,03-5227-3955,"平日7:30～22:00
土8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3673,TRUE,TRUE,FALSE,TRUE,35.682921,139.771838,"83席
(禁煙:71/喫煙12)"
45,新大阪店 | 上島珈琲店,大阪府,大阪市,淀川区宮原4-3-12新大阪明幸ビル1F,新大阪駅徒歩6分,06-4867-4588,"平日07:00～21:00
土日祝08:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4033,TRUE,TRUE,FALSE,TRUE,35.679868,139.769608,62席
46,新潟ラブラ２店 | 上島珈琲店,新潟県,新潟市,中央区万代1-4-8ラブラ２4F,新潟駅徒歩10分,025-282-7969,"平日10:00～20:00
土日祝10:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3708,FALSE,FALSE,FALSE,FALSE,35.677588,139.770911,"72席
(禁煙:62/喫煙:10)"
47,心斎橋店 | 上島珈琲店,大阪府,大阪市,中央区南船場3-8-13,心斎橋駅徒歩5分,06-6120-2356,"平日7:00～21:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3621,TRUE,FALSE,TRUE,TRUE,35.662561,139.752707,"71席
(禁煙:42/喫煙:29)"
48,渋谷３丁目店 | 上島珈琲店,東京都,渋谷区,渋谷3-11-11,渋谷駅徒歩3分,03-6418-4839,"平日7:00～22:00
土7:30～22:00
日祝7:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3669,TRUE,TRUE,FALSE,TRUE,35.656651,139.754268,"61席
(禁煙42/喫煙19)"
49,自由が丘店 | 上島珈琲店,東京都,目黒区,自由が丘1-26-7,自由が丘駅徒歩2分,03-5731-9251,"平日7:30～22:00
土曜8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3628,TRUE,TRUE,FALSE,TRUE,35.655392,139.736486,"70席
(禁煙:46/喫煙:24)"
50,四ツ橋店 | 上島珈琲店,大阪府,大阪市,西区新町1-10-2大阪産業ビル1F,四ツ橋駅徒歩4分,06-6534-9666,"月～土7:30～20:00
日祝9:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3616,TRUE,TRUE,FALSE,TRUE,35.669563,139.751051,"66席
(禁煙:36/喫煙:30)"
51,三軒茶屋店 | 上島珈琲店,東京都,世田谷区,三軒茶屋1-37-13オアシス三軒茶屋ビル1F,三軒茶屋駅徒歩1分,03-5433-4505,"平日・土曜7:30～22:00
日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3650,TRUE,TRUE,FALSE,TRUE,35.671124,139.735467,"44席
(禁煙:28/喫煙:16)"
52,三宮サンパル店 | 上島珈琲店,兵庫県,神戸市,中央区雲井通5-3-1,三ノ宮駅徒歩1分,078-200-5708,"平日07:30～21:00
土日祝07:30～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4024,TRUE,TRUE,FALSE,FALSE,35.666463,139.713171,42席
53,札幌アピア店 | 上島珈琲店,北海道,札幌市,中央区北五条西3丁目札幌アピア内,札幌駅徒歩3分以内,011-209-1396,"平日07:30～22:00
土日祝07:30～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3705,TRUE,TRUE,TRUE,TRUE,35.675068,139.736047,"85席
(禁煙:54/喫煙:31)"
54,阪急三番街店 | 上島珈琲店,大阪府,大阪市,北区芝田1-1-3阪急三番街南館B1F,梅田駅徒歩3分,06-6292-4150,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3697,TRUE,FALSE,FALSE,FALSE,35.663014,139.745791,"101席
(禁煙:73/喫煙:28)"
55,黒田記念館店 | 上島珈琲店,東京都,台東区,上野公園12-53黒田記念館別館1・2F,鶯谷駅徒歩7分,03-5815-0411,"平日07:30～20:00
土日祝08:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3707,TRUE,TRUE,FALSE,TRUE,35.660872,139.727868,47席
56,高円寺北口店 | 上島珈琲店,東京都,杉並区,高円寺北3-22-19利研ビル1F,高円寺駅徒歩3分以内,03-5327-4248,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3625,TRUE,FALSE,FALSE,TRUE,35.701609,139.740457,"74席
(禁煙:49/喫煙:25)"
57,綱島店 | 上島珈琲店,神奈川県,横浜市,港北区綱島西2-11-32ニックハイム綱島第6ビル1F,綱島駅徒歩4分,045-540-3233,"平日7:30～21:00
土日祝7:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4013,TRUE,TRUE,FALSE,TRUE,35.716871,139.728207,60席
58,港南台バーズ店 | 上島珈琲店,神奈川県,横浜市,港南区港南台3-1-3港南台バーズ１階,港南台駅徒歩1分,045-836-3100,"平日8:00～21:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4014,FALSE,TRUE,FALSE,TRUE,35.706832,139.760385,"64席
(禁煙:44/喫煙20)"
59,広尾店 | 上島珈琲店,東京都,渋谷区,広尾5-5-1田中ビル1・2F,広尾駅徒歩3分以内,03-5789-2175,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3662,TRUE,TRUE,FALSE,TRUE,35.711529,139.777893,"77席
(禁煙:54/喫煙:23)"
60,護国寺店 | 上島珈琲店,東京都,文京区,音羽1-17-11花和ビル1F,護国寺駅徒歩4分,03-5940-6020,"平日7:00～21:30
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3647,FALSE,TRUE,TRUE,FALSE,35.718831,139.773087,"54席
(禁煙:32/喫煙:22)"
61,御茶ノ水ワテラス店 | 上島珈琲店,東京都,千代田区,神田淡路町2-105ワテラスアネックス1F,新御茶ノ水駅徒歩2分,03-5298-5951,"平日07:30～22:00
土日祝09:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3694,TRUE,TRUE,FALSE,TRUE,35.66683,139.836311,"51席
(禁煙:38/喫煙:13)"
62,虎ノ門店 | 上島珈琲店,東京都,港区,虎ノ門1-4-6,虎ノ門駅徒歩1分,03-5157-0068,"平日7:00～22:30
土8:00～21:00
日祝8:00～20:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3670,TRUE,FALSE,TRUE,TRUE,35.682958,139.825667,"93席
(禁煙:69/喫煙:24)"
63,元住吉店 | 上島珈琲店,神奈川県,川崎市,中原区木月3-14-1小川ビル1F,元住吉駅徒歩6分,044-431-4121,"平日8:30～21:00
土日祝8:30～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3651,TRUE,TRUE,FALSE,TRUE,35.623441,139.774954,"54席
(禁煙:32/喫煙:22)"
64,釧路赤十字病院店 | 上島珈琲店,北海道,釧路市,新栄町21-14釧路赤十字病院内1F,釧路駅徒歩17分,0154-65-7400,"平日08:30～19:00
土日祝09:30～17:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4031,FALSE,TRUE,FALSE,TRUE,35.587456,139.735142,病院内
65,狭山店 | 上島珈琲店,埼玉県,狭山市,入間川1166※一部のカーナビでは正しい位置を表示しない場合がございます。,狭山市駅徒歩21分,04-2936-6620,"平日08:00～21:00
土日祝07:30～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3690,TRUE,TRUE,TRUE,TRUE,35.609312,139.748957,"65席
(禁煙:49/喫煙:16)"
66,京都寺町店 | 上島珈琲店,京都,府京都市,中京区下本能寺前町519,京都市役所前駅徒歩2分,075-213-7758,"平日7:30～21:00
土曜日祝8:00～21:00
",https://shop.ufs.co.jp/ufs/spot/detail?code=3638,TRUE,TRUE,FALSE,TRUE,35.618737,139.705182,"100席
(禁煙:58/喫煙:42)"
67,京都四条烏丸店 | 上島珈琲店,京都,府京都市,中京区東洞院通錦小路下ル阪東屋町653-4,烏丸駅徒歩3分,075-254-7425,"平日7:30～23:00
土曜8:00～23:00
日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3627,TRUE,TRUE,FALSE,TRUE,35.608743,139.668969,"98席
(禁煙:59/喫煙:39)"
68,京橋２丁目店 | 上島珈琲店,東京都,中央区,京橋2-8-1八重洲中央ビル1F,京橋駅徒歩1分,03-5524-3355,"平日7:00～21:00
土日祝8:00～19:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4012,FALSE,TRUE,FALSE,TRUE,35.645234,139.697415,"45席
(禁煙:31/喫煙:14)"
69,京急川崎店 | 上島珈琲店,神奈川県,川崎市,川崎区駅前本町28京急ストア１階,京急川崎駅徒歩2分,044-589-6930,"平日7:00～22:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4034,FALSE,TRUE,TRUE,FALSE,35.552746,139.787107,31席
70,霞が関コモンゲート店 | 上島珈琲店,東京都,千代田区,霞が関3-2-1霞が関コモンゲート西館2F,虎ノ門駅徒歩3分,03-3539-2530,平日7:00～20:00,https://shop.ufs.co.jp/ufs/spot/detail?code=3636,FALSE,FALSE,FALSE,TRUE,35.54523,139.768106,"36席
(禁煙:24/喫煙:12)"
71,河原町店 | 上島珈琲店,京都,府京都市,中京区河原町通蛸薬師下ル奈良屋町302,河原町駅徒歩3分,075-257-3085,"平日8:00～23:00
土曜8:00～23:00
日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3629,FALSE,FALSE,FALSE,TRUE,35.54523,139.768106,"79席
(禁煙:46/喫煙:33)"
72,岡山大学病院店 | 上島珈琲店,岡山県,岡山市,北区鹿田町2-5-1岡山大学病院内1F,清輝橋駅徒歩6分,086-235-6924,"平日07:00～20:00
土日祝10:00～17:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4032,FALSE,TRUE,FALSE,TRUE,35.588192,139.727106,病院内
73,横浜北幸店 | 上島珈琲店,神奈川県,横浜市,西区北幸1-9-2NTT-Com横浜西ビル1F,横浜駅徒歩5分,045-290-4577,"平日7:00～22:00
土曜8:00～22:00
日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3646,TRUE,TRUE,TRUE,TRUE,35.605858,139.671524,"67席
(禁煙:37/喫煙:30)"
74,横浜元町店 | 上島珈琲店,神奈川県,横浜市,中区元町5-198ポーラ横浜元町ビル1F,石川町駅徒歩3分,045-227-6235,"平日7:30～22:00
土日祝8:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3624,TRUE,TRUE,FALSE,TRUE,35.642992,139.671073,"80席
(禁煙:62/喫煙:18)"
75,横浜センター北店 | 上島珈琲店,神奈川県,横浜市,都筑区中川中央1-1-3ショッピングタウンあいたい2F,センター北駅徒歩3分以内,045-910-1570,"平日8:00～21:00
土日祝8:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=4008,TRUE,TRUE,FALSE,TRUE,35.639902,139.59936,"50席
(禁煙:33/喫煙:17)"
76,浦和パルコ店 | 上島珈琲店,埼玉県,さいたま市,浦和区東高砂町11-1浦和パルコB1F,浦和駅徒歩2分,048-871-2796,"平日10:00～21:00
土日祝10:00～21:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3635,FALSE,FALSE,TRUE,FALSE,35.685994,139.702449,62席
77,阿佐ヶ谷店 | 上島珈琲店,東京都,杉並区,阿佐谷南1-36-11阿佐ヶ谷Sビル1F,阿佐ヶ谷駅徒歩3分,03-5305-5186,"平日7:00～22:00
土日祝7:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3664,FALSE,FALSE,TRUE,TRUE,35.685994,139.702449,"60席
(禁煙:46/喫煙:14)"
78,ららぽーとTOKYO-BAY店 | 上島珈琲店,千葉県,船橋市,浜町2-1-1ららぽーとTOKYO-BAY1F,南船橋駅徒歩9分,047-421-7639,"平日09:00～22:00
土日祝09:00～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3706,FALSE,FALSE,FALSE,FALSE,35.661494,139.69974,"87席
(禁煙:75/喫煙:12)"
79,ホテルグランドフレッサ赤坂店 | 上島珈琲店,東京都,港区,赤坂6-3-17ホテルグランドフレッサ赤坂1F,赤坂駅徒歩1分,03-3568-1702,"平日06:30～22:00
土日祝06:30～22:00",https://shop.ufs.co.jp/ufs/spot/detail?code=3692,TRUE,TRUE,FALSE,TRUE,35.650487,139.721921,57席
